NR Number,Strain Name,Plate,Well,Gene Name,Gene Description,Accession Number,Plate 1,plate,underscore,location
NR-48117,NE1575,5,G5,trmE,tRNA modification GTPase TrmE,SAUSA300_2646,D3,17,_,17_D3
NR-48118,NE1576,5,G7,-,hypothetical protein,SAUSA300_1342,D4,17,_,17_D4
NR-48119,NE1577,5,G9,splD,serine protease SplD,SAUSA300_1755,D5,17,_,17_D5
NR-48120,NE1578,5,G11,-,isochorismate synthase family protein,SAUSA300_0945,D6,17,_,17_D6
NR-48121,NE1579,5,G13,-,"aminotransferase, class I",SAUSA300_0952,D7,17,_,17_D7
NR-48122,NE1580,5,G15,glpF,glycerol uptake facilitator,SAUSA300_1191,D8,17,_,17_D8
NR-48123,NE1581,5,G17,-,hypothetical protein,SAUSA300_2350,D9,17,_,17_D9
NR-48124,NE1582,5,G19,-,hypothetical protein,SAUSA300_0423,D10,17,_,17_D10
NR-48125,NE1583,5,G21,-,inosine-uridine preferring nucleoside hydrolase,SAUSA300_2234,D11,17,_,17_D11
NR-48126,NE1584,5,G23,-,"PTS system, IIA component",SAUSA300_0259,D12,17,_,17_D12
NR-48127,NE1585,5,I1,-,hypothetical protein,SAUSA300_0807,E1,17,_,17_E1
NR-48128,NE1586,5,I3,rbsD,D-ribose pyranase,SAUSA300_0263,E2,17,_,17_E2
NR-48129,NE1587,5,I5,glpK,glycerol kinase,SAUSA300_1192,E3,17,_,17_E3
NR-48130,NE1588,5,I7,hemE,uroporphyrinogen decarboxylase,SAUSA300_1783,E4,17,_,17_E4
NR-48131,NE1589,5,I9,-,ABC transporter substrate-binding protein,SAUSA300_0798,E5,17,_,17_E5
NR-48132,NE1590,5,I11,-,hypothetical protein,SAUSA300_1409,E6,17,_,17_E6
NR-48133,NE1591,5,I13,-,TPR domain-containing protein,SAUSA300_1577,E7,17,_,17_E7
NR-48134,NE1592,5,I15,-,amino acid ABC transporter amino acid-binding protein,SAUSA300_2359,E8,17,_,17_E8
NR-48135,NE1593,5,I17,-,hypothetical protein,SAUSA300_2482,E9,17,_,17_E9
NR-48136,NE1594,5,I19,arcA,arginine deiminase,SAUSA300_0065,E10,17,_,17_E10
NR-48137,NE1595,5,I21,-,hypothetical protein,SAUSA300_0588,E11,17,_,17_E11
NR-48138,NE1596,5,I23,-,hypothetical protein,SAUSA300_0552,E12,17,_,17_E12
NR-48139,NE1597,5,K1,-,hypothetical protein,SAUSA300_1135,F1,17,_,17_F1
NR-48140,NE1598,5,K3,-,hypothetical protein,SAUSA300_2040,F2,17,_,17_F2
NR-48141,NE1599,5,K5,-,hypothetical protein,SAUSA300_1743,F3,17,_,17_F3
NR-48142,NE1600,5,K7,-,hypothetical protein,SAUSA300_0808,F4,17,_,17_F4
NR-48143,NE1601,5,K9,tcaR,transcriptional regulator TcaR,SAUSA300_2303,F5,17,_,17_F5
NR-48144,NE1602,5,K11,-,phiSLT ORF80-like protein,SAUSA300_1419,F6,17,_,17_F6
NR-48145,NE1603,5,K13,-,ABC transporter ATP-binding protein,SAUSA300_0077,F7,17,_,17_F7
NR-48146,NE1604,5,K15,-,oligopeptide ABC transporter ATP-binding protein,SAUSA300_2407,F8,17,_,17_F8
NR-48147,NE1605,5,K17,seq,enterotoxin Q,SAUSA300_0801,F9,17,_,17_F9
NR-48148,NE1606,5,K19,-,HAD superfamily hydrolase,SAUSA300_0544,F10,17,_,17_F10
NR-48149,NE1607,5,K21,rsbU,sigma-B regulation protein,SAUSA300_2025,F11,17,_,17_F11
NR-48150,NE1608,5,K23,thiE,thiamine-phosphate pyrophosphorylase,SAUSA300_2047,F12,17,_,17_F12
NR-48151,NE1609,5,M1,opp-2F,"oligopeptide permease, ATP-binding protein",SAUSA300_1273,G1,17,_,17_G1
NR-48152,NE1610,5,M3,lpdA,dihydrolipoamide dehydrogenase,SAUSA300_0996,G2,17,_,17_G2
NR-48153,NE1611,5,M5,-,hydrolase-like protein,SAUSA300_1271,G3,17,_,17_G3
NR-48154,NE1612,5,M7,-,"phiSLT ORF213-like protein, major tail protein",SAUSA300_1397,G4,17,_,17_G4
NR-48155,NE1613,5,M9,-,putative 3-methyladenine DNA glycosylase,SAUSA300_2290,G5,17,_,17_G5
NR-48156,NE1614,5,M11,-,hypothetical protein,SAUSA300_2325,G6,17,_,17_G6
NR-48157,NE1615,5,M13,-,ABC transporter substrate-binding protein,SAUSA300_0618,G7,17,_,17_G7
NR-48158,NE1616,5,M15,-,hypothetical protein,SAUSA300_2127,G8,17,_,17_G8
NR-48159,NE1617,5,M17,-,hypothetical protein,SAUSA300_2272,G9,17,_,17_G9
NR-48160,NE1618,5,M19,-,hypothetical protein,SAUSA300_2593,G10,17,_,17_G10
NR-48161,NE1619,5,M21,cap5L,capsular polysaccharide biosynthesis protein Cap5L,SAUSA300_0163,G11,17,_,17_G11
NR-48162,NE1620,5,M23,-,"PTS system, galactitol-specific enzyme II, B component",SAUSA300_0240,G12,17,_,17_G12
NR-48163,NE1621,5,O1,-,HAD family hydrolase,SAUSA300_0557,H1,17,_,17_H1
NR-48164,NE1622,5,O3,saeR,DNA-binding response regulator SaeR,SAUSA300_0691,H2,17,_,17_H2
NR-48165,NE1623,5,O5,-,hypothetical protein,SAUSA300_0832,H3,17,_,17_H3
NR-48166,NE1624,5,O7,-,hypothetical protein,SAUSA300_1339,H4,17,_,17_H4
NR-48167,NE1625,5,O9,-,hypothetical protein,SAUSA300_2413,H5,17,_,17_H5
NR-48168,NE1626,5,O11,-,ornithine cyclodeaminase,SAUSA300_0119,H6,17,_,17_H6
NR-48169,NE1627,5,O13,-,hypothetical protein,SAUSA300_1394,H7,17,_,17_H7
NR-48170,NE1628,5,O15,-,hypothetical protein,SAUSA300_1424,H8,17,_,17_H8
NR-48171,NE1629,5,O17,-,hypothetical protein,SAUSA300_2618,H9,17,_,17_H9
NR-48172,NE1630,5,O19,-,ABC transporter ATP-binding protein,SAUSA300_0076,H10,17,_,17_H10
NR-48173,NE1631,5,O21,-,hypothetical protein,SAUSA300_1204,H11,17,_,17_H11
NR-48174,NE1632,5,O23,-,hypothetical protein,SAUSA300_2294,H12,17,_,17_H12
,,,,,,,Plate 18,,_,_Plate 18
NR-48175,NE1633,5,B1,oppD,oligopeptide ABC transporter ATP-binding protein,SAUSA300_0889,A1,18,_,18_A1
NR-48176,NE1634,5,B3,-,acetyltransferase,SAUSA300_1312,A2,18,_,18_A2
NR-48177,NE1635,5,B5,-,putative lipoprotein,SAUSA300_1478,A3,18,_,18_A3
NR-48178,NE1636,5,B7,-,phiPVL ORF17-like protein,SAUSA300_1925,A4,18,_,18_A4
NR-48179,NE1637,5,B9,-,inosine-uridine preferring nucleoside hydrolase,SAUSA300_0237,A5,18,_,18_A5
NR-48180,NE1638,5,B11,-,ribosomal RNA large subunit methyltransferase N,SAUSA300_1111,A6,18,_,18_A6
NR-48181,NE1639,5,B13,-,hypothetical protein,SAUSA300_1749,A7,18,_,18_A7
NR-48182,NE1640,5,B15,-,LysM domain-containing protein,SAUSA300_0739,A8,18,_,18_A8
NR-48183,NE1641,5,B17,-,hypothetical protein,SAUSA300_1463,A9,18,_,18_A9
NR-48184,NE1642,5,B19,ureB,urease subunit beta,SAUSA300_2239,A10,18,_,18_A10
NR-48185,NE1643,5,B21,-,DNA-binding response regulator,SAUSA300_2559,A11,18,_,18_A11
NR-48186,NE1644,5,B23,-,hypothetical protein,SAUSA300_1788,A12,18,_,18_A12
NR-48187,NE1645,5,D1,manA,mannose-6-phosphate isomerase,SAUSA300_2096,B1,18,_,18_B1
NR-48188,NE1646,5,D3,-,phosphonate ABC transporter phosphonate-binding protein,SAUSA300_0145,B2,18,_,18_B2
NR-48189,NE1647,5,D5,rpsA,30S ribosomal protein S1,SAUSA300_1365,B3,18,_,18_B3
NR-48190,NE1648,5,D7,-,hypothetical protein,SAUSA300_0056,B4,18,_,18_B4
NR-48191,NE1649,5,D9,-,CHAP domain-contain protein,SAUSA300_0651,B5,18,_,18_B5
NR-48192,NE1650,5,D11,-,twin arginine-targeting protein translocase,SAUSA300_0348,B6,18,_,18_B6
NR-48193,NE1651,5,D13,argB,acetylglutamate kinase,SAUSA300_0184,B7,18,_,18_B7
NR-48194,NE1652,5,D15,-,"aminotransferase, class V",SAUSA300_1669,B8,18,_,18_B8
NR-48195,NE1653,5,D17,-,MutT/NUDIX family hydrolase,SAUSA300_2432,B9,18,_,18_B9
NR-48196,NE1654,5,D19,-,hypothetical protein,SAUSA300_0657,B10,18,_,18_B10
NR-48197,NE1655,5,D21,-,"phiSLT ORF484-like protein, lysin",SAUSA300_1383,B11,18,_,18_B11
NR-48198,NE1656,5,D23,ribD,riboflavin biosynthesis protein,SAUSA300_1715,B12,18,_,18_B12
NR-48199,NE1657,5,F1,-,hypothetical protein,SAUSA300_0476,C1,18,_,18_C1
NR-48200,NE1658,5,F3,-,hypothetical protein,SAUSA300_1861,C2,18,_,18_C2
NR-48201,NE1659,5,F5,-,transcriptional regulator,SAUSA300_0195,C3,18,_,18_C3
NR-48202,NE1660,5,F7,-,copper chaperone copZ,SAUSA300_2495,C4,18,_,18_C4
NR-48203,NE1661,5,F9,-,putative glycerophosphoryl diester phosphodiesterase,SAUSA300_1667,C5,18,_,18_C5
NR-48204,NE1662,5,F11,miaB,(dimethylallyl)adenosine tRNA methylthiotransferase,SAUSA300_1185,C6,18,_,18_C6
NR-48205,NE1663,5,F13,-,diacylglycerol glucosyltransferase,SAUSA300_0918,C7,18,_,18_C7
NR-48206,NE1664,5,F15,arcC,carbamate kinase,SAUSA300_2567,C8,18,_,18_C8
NR-48207,NE1665,5,F17,-,NADH-dependent flavin oxidoreductase,SAUSA300_0859,C9,18,_,18_C9
NR-48208,NE1666,5,F19,-,hypothetical protein,SAUSA300_0642,C10,18,_,18_C10
NR-48209,NE1667,5,F21,-,phi77 ORF045-like protein,SAUSA300_1937,C11,18,_,18_C11
NR-48210,NE1668,5,F23,-,hippurate hydrolase,SAUSA300_1291,C12,18,_,18_C12
NR-48211,NE1669,5,H1,-,DegU family transcriptional regulator,SAUSA300_2337,D1,18,_,18_D1
NR-48212,NE1670,5,H3,ccpA,catabolite control protein A,SAUSA300_1682,D2,18,_,18_D2
NR-48213,NE1671,5,H5,-,methyltransferase small subunit,SAUSA300_0526,D3,18,_,18_D3
NR-48214,NE1672,5,H7,trmB,tRNA (guanine-N(7)-)-methyltransferase,SAUSA300_1694,D4,18,_,18_D4
NR-48215,NE1673,5,H9,-,hypothetical protein,SAUSA300_2132,D5,18,_,18_D5
NR-48216,NE1674,5,H11,thiD,phosphomethylpyrimidine kinase,SAUSA300_0562,D6,18,_,18_D6
NR-48217,NE1675,5,H13,-,metal-dependent hydrolase,SAUSA300_1653,D7,18,_,18_D7
NR-48218,NE1676,5,H15,hisA,phoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide,SAUSA300_2607,D8,18,_,18_D8
NR-48219,NE1677,5,H17,gid,tRNA (uracil-5-)-methyltransferase Gid,SAUSA300_1144,D9,18,_,18_D9
NR-48220,NE1678,5,H19,-,hypothetical protein,SAUSA300_1721,D10,18,_,18_D10
NR-48221,NE1679,5,H21,-,single-stranded DNA- binding protein family,SAUSA300_2052,D11,18,_,18_D11
NR-48222,NE1680,5,H23,-,putative phage regulatory protein,SAUSA300_1433,D12,18,_,18_D12
NR-48223,NE1681,5,J1,-,hypothetical protein,SAUSA300_0693,E1,18,_,18_E1
NR-48224,NE1682,5,J3,hlgB,gamma-hemolysin component B,SAUSA300_2367,E2,18,_,18_E2
NR-48225,NE1683,5,J5,argC,N-acetyl-gamma-glutamyl-phosphate reductase,SAUSA300_0186,E3,18,_,18_E3
NR-48226,NE1684,5,J7,arlR,DNA-binding response regulator,SAUSA300_1308,E4,18,_,18_E4
NR-48227,NE1685,5,J9,-,hypothetical protein,SAUSA300_1070,E5,18,_,18_E5
NR-48228,NE1686,5,J11,-,hypothetical protein,SAUSA300_0750,E6,18,_,18_E6
NR-48229,NE1687,5,J13,treR,trehalose operon repressor,SAUSA300_0450,E7,18,_,18_E7
NR-48230,NE1688,5,J15,-,CHAP domain-contain protein,SAUSA300_0438,E8,18,_,18_E8
NR-48231,NE1689,5,J17,pcrB,geranylgeranylglyceryl phosphate synthase-like protein,SAUSA300_1887,E9,18,_,18_E9
NR-48232,NE1690,5,J19,-,hypothetical protein,SAUSA300_2548,E10,18,_,18_E10
NR-48233,NE1691,5,J21,-,hypothetical protein,SAUSA300_1336,E11,18,_,18_E11
NR-48234,NE1692,5,J23,cidA,holin-like protein cidA,SAUSA300_2479,E12,18,_,18_E12
NR-48235,NE1693,5,L1,-,hypothetical protein,SAUSA300_0022,F1,18,_,18_F1
NR-48236,NE1694,5,L3,typA,GTP-binding protein,SAUSA300_1009,F2,18,_,18_F2
NR-48237,NE1695,5,L5,-,branched-chain alpha-keto acid dehydrogenase subunit E2,SAUSA300_0995,F3,18,_,18_F3
NR-48238,NE1696,5,L7,acuA,acetoin utilization protein AcuA,SAUSA300_1680,F4,18,_,18_F4
NR-48239,NE1697,5,L9,-,hypothetical protein,SAUSA300_1338,F5,18,_,18_F5
NR-48240,NE1698,5,L11,-,MutT/nudix family protein,SAUSA300_1449,F6,18,_,18_F6
NR-48241,NE1699,5,L13,-,hypothetical protein,SAUSA300_2334,F7,18,_,18_F7
NR-48242,NE1700,5,L15,-,hypothetical protein,SAUSA300_0223,F8,18,_,18_F8
NR-48243,NE1701,5,L17,dapA,dihydrodipicolinate synthase,SAUSA300_1288,F9,18,_,18_F9
NR-48244,NE1702,5,L19,-,zinc-binding dehydrogenase family oxidoreductase,SAUSA300_0244,F10,18,_,18_F10
NR-48245,NE1703,5,L21,-,hypothetical protein,SAUSA300_0471,F11,18,_,18_F11
NR-48246,NE1704,5,L23,-,hypothetical protein,SAUSA300_2330,F12,18,_,18_F12
NR-48247,NE1705,5,N1,-,hypothetical protein,SAUSA300_2582,G1,18,_,18_G1
NR-48248,NE1706,5,N3,-,hypothetical protein,SAUSA300_1870,G2,18,_,18_G2
NR-48249,NE1707,5,N5,-,hypothetical protein,SAUSA300_1184,G3,18,_,18_G3
NR-48250,NE1708,5,N7,hslU,ATP-dependent protease ATP-binding subunit HslU,SAUSA300_1147,G4,18,_,18_G4
NR-48251,NE1709,5,N9,-,amino acid permease,SAUSA300_0566,G5,18,_,18_G5
NR-48252,NE1710,5,N11,-,phosphotransferase mannnose-specific family component IIA,SAUSA300_0638,G6,18,_,18_G6
NR-48253,NE1711,5,N13,-,hypothetical protein,SAUSA300_1051,G7,18,_,18_G7
NR-48254,NE1712,5,N15,-,ComE operon protein 2,SAUSA300_1548,G8,18,_,18_G8
NR-48255,NE1713,5,N17,alr,alanine racemase,SAUSA300_2027,G9,18,_,18_G9
NR-48256,NE1714,5,N19,-,GTP pyrophosphokinase,SAUSA300_1590,G10,18,_,18_G10
NR-48257,NE1715,5,N21,-,hypothetical protein,SAUSA300_1069,G11,18,_,18_G11
NR-48258,NE1716,5,N23,chs,chemotaxis-inhibiting protein CHIPS,SAUSA300_1920,G12,18,_,18_G12
NR-48259,NE1717,5,P1,aroC,chorismate synthase,SAUSA300_1357,H1,18,_,18_H1
NR-48260,NE1718,5,P3,-,MarR family transcriptional regulator,SAUSA300_2459,H2,18,_,18_H2
NR-48261,NE1719,5,P5,arcC,carbamate kinase,SAUSA300_1063,H3,18,_,18_H3
NR-48262,NE1720,5,P7,-,hypothetical protein,SAUSA300_0583,H4,18,_,18_H4
NR-48263,NE1721,5,P9,-,hypothetical protein,SAUSA300_1203,H5,18,_,18_H5
NR-48264,NE1722,5,P11,-,hypothetical protein,SAUSA300_1213,H6,18,_,18_H6
NR-48265,NE1723,5,P13,-,hypothetical protein,SAUSA300_0094,H7,18,_,18_H7
NR-48266,NE1724,5,P15,pdhA,"pyruvate dehydrogenase E1 component, alpha subunit",SAUSA300_0993,H8,18,_,18_H8
NR-48267,NE1725,5,P17,-,"cytochrome D ubiquinol oxidase, subunit II",SAUSA300_0987,H9,18,_,18_H9
NR-48268,NE1726,5,P19,,antiholin-like protein LrgB,SAUSA300_0257,H10,18,_,18_H10
NR-48269,NE1727,5,P21,-,hypothetical protein,SAUSA300_1695,H11,18,_,18_H11
NR-48270,NE1728,5,P23,-,"glycosyl transferase, group 1 family protein",SAUSA300_1349,H12,18,_,18_H12
,,,,,,,Plate 19,,_,_Plate 19
NR-48271,NE1729,5,A2,-,superantigen-like protein 5,SAUSA300_0399,A1,19,_,19_A1
NR-48272,NE1730,5,A4,-,glutathione peroxidase,SAUSA300_1197,A2,19,_,19_A2
NR-48273,NE1731,5,A6,-,hypothetical protein,SAUSA300_2456,A3,19,_,19_A3
NR-48274,NE1732,5,A8,-,peptide ABC transporter ATP-binding protein,SAUSA300_1274,A4,19,_,19_A4
NR-48275,NE1733,5,A10,-,hypothetical protein,SAUSA300_0827,A5,19,_,19_A5
NR-48276,NE1734,5,A12,-,hypothetical protein,SAUSA300_0342,A6,19,_,19_A6
NR-48277,NE1735,5,A14,-,hypothetical protein,SAUSA300_1118,A7,19,_,19_A7
NR-48278,NE1736,5,A16,-,hypothetical protein,SAUSA300_1724,A8,19,_,19_A8
NR-48279,NE1737,5,A18,mtlA,"PTS system, mannitol specific IIA component",SAUSA300_2107,A9,19,_,19_A9
NR-48280,NE1738,5,A20,-,hypothetical protein,SAUSA300_1899,A10,19,_,19_A10
NR-48281,NE1739,5,A22,-,hypothetical protein,SAUSA300_1321,A11,19,_,19_A11
NR-48282,NE1740,5,A24,scpA,hypothetical protein,SAUSA300_1445,A12,19,_,19_A12
NR-48283,NE1741,5,C2,aroB,3-dehydroquinate synthase,SAUSA300_1356,B1,19,_,19_B1
NR-48284,NE1742,5,C4,hemA,glutamyl-tRNA reductase,SAUSA300_1619,B2,19,_,19_B2
NR-48285,NE1743,5,C6,-,hypothetical protein,SAUSA300_0769,B3,19,_,19_B3
NR-48286,NE1744,5,C8,-,putative flavohemoprotein,SAUSA300_0234,B4,19,_,19_B4
NR-48287,NE1745,5,C10,-,phi77 ORF044-like protein,SAUSA300_1926,B5,19,_,19_B5
NR-48288,NE1746,5,C12,luxS,S-ribosylhomocysteinase,SAUSA300_2088,B6,19,_,19_B6
NR-48289,NE1747,5,C14,-,hypothetical protein,SAUSA300_0085,B7,19,_,19_B7
NR-48290,NE1748,5,C16,-,amidohydrolase family protein,SAUSA300_2517,B8,19,_,19_B8
NR-48291,NE1749,5,C18,-,hypothetical protein,SAUSA300_1909,B9,19,_,19_B9
NR-48292,NE1750,5,C20,-,hypothetical protein,SAUSA300_2043,B10,19,_,19_B10
NR-48293,NE1751,5,C22,-,hypothetical protein,SAUSA300_0979,B11,19,_,19_B11
NR-48294,NE1752,5,C24,rbfA,ribosome-binding factor A,SAUSA300_1163,B12,19,_,19_B12
NR-48295,NE1753,5,E2,-,ABC transporter ATP-binding protein,SAUSA300_0936,C1,19,_,19_C1
NR-48296,NE1754,5,E4,-,hypothetical protein,SAUSA300_2525,C2,19,_,19_C2
NR-48297,NE1755,5,E6,-,hypothetical protein,SAUSA300_2641,C3,19,_,19_C3
NR-48298,NE1756,5,E8,-,sensor histidine kinase,SAUSA300_0646,C4,19,_,19_C4
NR-48299,NE1757,5,E10,lspA,lipoprotein signal peptidase,SAUSA300_1089,C5,19,_,19_C5
NR-48300,NE1758,5,E12,pdhB,"pyruvate dehydrogenase E1 component, beta subunit",SAUSA300_0994,C6,19,_,19_C6
NR-48301,NE1759,5,E14,pyrF,orotidine 5'-phosphate decarboxylase,SAUSA300_1097,C7,19,_,19_C7
NR-48302,NE1760,5,E16,-,hypothetical protein,SAUSA300_1599,C8,19,_,19_C8
NR-48303,NE1761,5,E18,-,ATPase family protein,SAUSA300_1302,C9,19,_,19_C9
NR-48304,NE1762,5,E20,-,HAD family hydrolase,SAUSA300_0540,C10,19,_,19_C10
NR-48305,NE1763,5,E22,-,putative traG membrane protein,SAUSA300_1480,C11,19,_,19_C11
NR-48306,NE1764,5,E24,splF,serine protease SplF,SAUSA300_1753,C12,19,_,19_C12
NR-48307,NE1765,5,G2,-,hypothetical protein,SAUSA300_1187,D1,19,_,19_D1
NR-48308,NE1766,5,G4,-,ABC transporter protein,SAUSA300_2557,D2,19,_,19_D2
NR-48309,NE1767,5,G6,sirA,iron compound ABC transporter iron compound-binding protein SirA,SAUSA300_0117,D3,19,_,19_D3
NR-48310,NE1768,5,G8,-,ABC transporter ATP-binding protein,SAUSA300_2633,D4,19,_,19_D4
NR-48311,NE1769,5,G10,-,hypothetical protein,SAUSA300_0857,D5,19,_,19_D5
NR-48312,NE1770,5,G12,sucD,succinyl-CoA synthetase subunit alpha,SAUSA300_1139,D6,19,_,19_D6
NR-48313,NE1771,5,G14,-,hypothetical protein,SAUSA300_0602,D7,19,_,19_D7
NR-48314,NE1772,5,G16,-,hypothetical protein,SAUSA300_2368,D8,19,_,19_D8
NR-48315,NE1773,5,G18,-,phospholipase/carboxylesterase family protein,SAUSA300_2457,D9,19,_,19_D9
NR-48316,NE1774,5,G20,-,ABC transporter permease,SAUSA300_2358,D10,19,_,19_D10
NR-48317,NE1775,5,G22,-,triacylglycerol lipase,SAUSA300_0320,D11,19,_,19_D11
NR-48318,NE1776,5,G24,-,hypothetical protein,SAUSA300_1011,D12,19,_,19_D12
NR-48319,NE1777,5,I2,-,hypothetical protein,SAUSA300_0937,E1,19,_,19_E1
NR-48320,NE1778,5,I4,-,hypothetical protein,SAUSA300_0958,E2,19,_,19_E2
NR-48321,NE1779,5,I6,-,hydrolase family protein,SAUSA300_2518,E3,19,_,19_E3
NR-48322,NE1780,5,I8,-,hypothetical protein,SAUSA300_0568,E4,19,_,19_E4
NR-48323,NE1781,5,I10,-,MarR family transcriptional regulator,SAUSA300_0334,E5,19,_,19_E5
NR-48324,NE1782,5,I12,-,hypothetical protein,SAUSA300_2246,E6,19,_,19_E6
NR-48325,NE1783,5,I14,-,hypothetical protein,SAUSA300_1684,E7,19,_,19_E7
NR-48326,NE1784,5,I16,-,ABC transporter permease,SAUSA300_0619,E8,19,_,19_E8
NR-48327,NE1785,5,I18,purN,phosphoribosylglycinamide formyltransferase,SAUSA300_0974,E9,19,_,19_E9
NR-48328,NE1786,5,I20,-,"phi77 ORF014-like protein, phage anti-repressor protein",SAUSA300_1966,E10,19,_,19_E10
NR-48329,NE1787,5,I22,srtA,sortase,SAUSA300_2467,E11,19,_,19_E11
NR-48330,NE1788,5,I24,-,hypothetical protein,SAUSA300_0982,E12,19,_,19_E12
NR-48331,NE1789,5,K2,-,hypothetical protein,SAUSA300_2544,F1,19,_,19_F1
NR-48332,NE1790,5,K4,-,ABC transporter ATP-binding protein,SAUSA300_1217,F2,19,_,19_F2
NR-48333,NE1791,5,K6,lacD,"tagatose 1,6-diphosphate aldolase",SAUSA300_2152,F3,19,_,19_F3
NR-48334,NE1792,5,K8,-,phi77 ORF040-like protein,SAUSA300_1943,F4,19,_,19_F4
NR-48335,NE1793,5,K10,-,hypothetical protein,SAUSA300_1296,F5,19,_,19_F5
NR-48336,NE1794,5,K12,-,Holliday junction resolvase-like protein,SAUSA300_1573,F6,19,_,19_F6
NR-48337,NE1795,5,K14,-,hypothetical protein,SAUSA300_0839,F7,19,_,19_F7
NR-48338,NE1796,5,K16,hisC,histidinol-phosphate aminotransferase,SAUSA300_0708,F8,19,_,19_F8
NR-48339,NE1797,5,K18,-,hypothetical protein,SAUSA300_0652,F9,19,_,19_F9
NR-48340,NE1798,5,K20,dut,dUTP diphosphatase,SAUSA300_1949,F10,19,_,19_F10
NR-48341,NE1799,5,K22,-,hypothetical protein,SAUSA300_0519,F11,19,_,19_F11
NR-48342,NE1800,5,K24,-,hypothetical protein,SAUSA300_0904,F12,19,_,19_F12
NR-48343,NE1801,5,M2,-,hypothetical protein,SAUSA300_0841,G1,19,_,19_G1
NR-48344,NE1802,5,M4,-,aldo/keto reductase family oxidoreductase,SAUSA300_0688,G2,19,_,19_G2
NR-48345,NE1803,5,M6,-,putative thioredoxin,SAUSA300_0789,G3,19,_,19_G3
NR-48346,NE1804,5,M8,-,putative drug transporter,SAUSA300_0106,G4,19,_,19_G4
NR-48347,NE1805,5,M10,-,hypothetical protein,SAUSA300_1919,G5,19,_,19_G5
NR-48348,NE1806,5,M12,-,hypothetical protein,SAUSA300_1857,G6,19,_,19_G6
NR-48349,NE1807,5,M14,-,universal stress protein,SAUSA300_0067,G7,19,_,19_G7
NR-48350,NE1808,5,M16,-,putative iron compound ABC transporter iron compound-binding protein,SAUSA300_1032,G8,19,_,19_G8
NR-48351,NE1809,5,M18,-,putative enterotoxin,SAUSA300_0370,G9,19,_,19_G9
NR-48352,NE1810,5,M20,-,hypothetical protein,SAUSA300_2299,G10,19,_,19_G10
NR-48353,NE1811,5,M22,-,hypothetical protein,SAUSA300_1739,G11,19,_,19_G11
NR-48354,NE1812,5,M24,-,putative lipoprotein,SAUSA300_1741,G12,19,_,19_G12
NR-48355,NE1813,5,O2,msrA,methionine sulfoxide reductase A,SAUSA300_1256,H1,19,_,19_H1
NR-48356,NE1814,5,O4,-,phiSLT ORF116b-like protein,SAUSA300_1395,H2,19,_,19_H2
NR-48357,NE1815,5,O6,moaB,molybdenum cofactor biosynthesis protein B,SAUSA300_2226,H3,19,_,19_H3
NR-48358,NE1816,5,O8,-,L-lactate dehydrogenase,SAUSA300_2537,H4,19,_,19_H4
NR-48359,NE1817,5,O10,potB,spermidine/putrescine ABC transporter permease,SAUSA300_1000,H5,19,_,19_H5
NR-48360,NE1818,5,O12,-,hypothetical protein,SAUSA300_1428,H6,19,_,19_H6
NR-48361,NE1819,5,O14,-,hypothetical protein,SAUSA300_2206,H7,19,_,19_H7
NR-48362,NE1820,5,O16,-,hypothetical protein,SAUSA300_2604,H8,19,_,19_H8
NR-48363,NE1821,5,O18,-,putative phage transcriptional regulator,SAUSA300_1968,H9,19,_,19_H9
NR-48364,NE1822,5,O20,-,ABC transporter permease,SAUSA300_1218,H10,19,_,19_H10
NR-48365,NE1823,5,O22,-,Tat-translocated protein,SAUSA300_0345,H11,19,_,19_H11
NR-48366,NE1824,5,O24,-,hypothetical protein,SAUSA300_0035,H12,19,_,19_H12
,,,,,,,Plate 20,,_,_Plate 20
NR-48367,NE1825,5,B2,,DNA-3-methyladenine glycosidase,SAUSA300_1612,A1,20,_,20_A1
NR-48368,NE1826,5,B4,-,phiPVL ORF051-like protein,SAUSA300_1953,A2,20,_,20_A2
NR-48369,NE1827,5,B6,-,hypothetical protein,SAUSA300_0011,A3,20,_,20_A3
NR-48370,NE1828,5,B8,-,pyridoxal biosynthesis lyase PdxS,SAUSA300_0504,A4,20,_,20_A4
NR-48371,NE1829,5,B10,,"2-oxoisovalerate dehydrogenase, E1 component, beta subunit",SAUSA300_1465,A5,20,_,20_A5
NR-48372,NE1830,5,B12,,putative phage-related DNA recombination protein,SAUSA300_1960,A6,20,_,20_A6
NR-48373,NE1831,5,B14,,YibE/F-like protein,SAUSA300_0443,A7,20,_,20_A7
NR-48374,NE1832,5,B16,,glyoxalase family protein,SAUSA300_1088,A8,20,_,20_A8
NR-48375,NE1833,5,B18,-,PemK family protein,SAUSA300_2026,A9,20,_,20_A9
NR-48376,NE1834,5,B20,-,hypothetical protein,SAUSA300_2507,A10,20,_,20_A10
NR-48377,NE1835,5,B22,,N-acetylneuraminate lyase,SAUSA300_0315,A11,20,_,20_A11
NR-48378,NE1836,5,B24,-,hypothetical protein,SAUSA300_1904,A12,20,_,20_A12
NR-48379,NE1837,5,D2,hisH,imidazole glycerol phosphate synthase subunit HisH,SAUSA300_2608,B1,20,_,20_B1
NR-48380,NE1838,5,D4,,conserved hypothetical protein,SAUSA300_0565,B2,20,_,20_B2
