ID,Strain Name,Sanger Exact,Location,Locus Tag,Gene Abbrev.,Putative ORF Function
5056,PW6080,+,phoAwp08q4E09,PA3030,mobA,molybdopterin-guanine dinucleotide biosynthesis protein MobA
5057,PW6079,+,lacZwp08q2E02,PA3030,mobA,molybdopterin-guanine dinucleotide biosynthesis protein MobA
5058,PW6081,+,phoAbp01q3H09,PA3031,,hypothetical protein
5059,PW6082,+,phoAbp02q1H09,PA3031,,hypothetical protein
5060,PW6084,+,phoAbp03q2A09,PA3032,snr1,cytochrome c Snr1
5061,PW4338,+,lacZbp03q2E02,PA3032,snr1,cytochrome c Snr1
5062,PW6083,+,lacZwp02q1E01,PA3032,snr1,cytochrome c Snr1
5063,PW6086,+,lacZwp02q2E06,PA3033,,hypothetical protein
5064,PW6085,+,lacZbp03q1D06,PA3033,,hypothetical protein
5065,PW6087,+,lacZbp03q4F03,PA3034,,probable transcriptional regulator
5066,PW6088,+,lacZwp09q3A12,PA3034,,probable transcriptional regulator
5067,PW6090,+,phoAwp06q4C09,PA3035,,probable glutathione S-transferase
5068,PW6089,+,lacZwp09q4H06,PA3035,,probable glutathione S-transferase
5069,PW6091,+,phoAwp01q3A01,PA3036,,hypothetical protein
5070,PW6092,+,Supplemental_Plate2B09,PA3036,,hypothetical protein
5071,PW6093,,lacZwp04q2E05,PA3037,,hypothetical protein
5072,PW6094,,lacZwp04q4D03,PA3037,,hypothetical protein
5073,PW6095,+,phoAbp02q1D11,PA3038,,probable porin
5074,PW6096,+,phoAbp02q3G12,PA3038,,probable porin
5075,PW6097,+,lacZwp07q4F05,PA3039,,probable transporter
5076,PW6098,+,phoAwp01q4A05,PA3039,,probable transporter
5077,PW6099,+,phoAwp09q3C07,PA3040,,conserved hypothetical protein
5078,PW6100,+,lacZwp09q1F05,PA3041,,hypothetical protein
5079,PW6101,+,phoAwp05q1C08,PA3041,,hypothetical protein
5080,PW6102,,phoAwp03q1A01,PA3042,,hypothetical protein
5081,PW6104,+,phoAwp05q1B03,PA3043,,conserved hypothetical protein
5082,PW6103,+,phoAwp03q1H05,PA3043,,conserved hypothetical protein
5083,PW6106,+,phoAwp10q1H01,PA3044,,probable two-component sensor
5084,PW6105,+,lacZwp09q2E05,PA3044,,probable two-component sensor
5085,PW6108,+,lacZwp08q1A04,PA3045,,probable two-component response regulator
5086,PW6107,+,lacZbp01q4B09,PA3045,,probable two-component response regulator
5087,PW6109,+,lacZbp03q2H08,PA3046,,conserved hypothetical protein
5088,PW6110,+,lacZbp03q3F09,PA3046,,conserved hypothetical protein
5089,PW6112,+,Supplemental_Plate3F03,PA3047,,probable D-alanyl-D-alanine carboxypeptidase
5090,PW6111,+,lacZwp06q4H08,PA3047,,probable D-alanyl-D-alanine carboxypeptidase
5091,PW6113,+,lacZbp02q1E02,PA3048,,conserved hypothetical protein
5092,PW6114,+,phoAwp02q3A05,PA3048,,conserved hypothetical protein
5093,PW6115,+,lacZwp08q3B12,PA3050,pyrD,dihydroorotate dehydrogenase
5094,PW6116,+,phoAwp02q2A12,PA3050,pyrD,dihydroorotate dehydrogenase
5095,PW6117,+,lacZwp01q2D09,PA3052,,hypothetical protein
5096,PW6118,+,phoAwp06q1F06,PA3052,,hypothetical protein
5097,PW6119,+,lacZwp03q2D01,PA3053,,probable hydrolytic enzyme
5098,PW6120,+,phoAbp02q2G06,PA3053,,probable hydrolytic enzyme
5099,PW6121,+,phoAbp03q3E04,PA3053,,probable hydrolytic enzyme
5100,PW6122,+,lacZwp07q4G05,PA3054,,hypothetical protein
5101,PW6123,+,phoAbp02q2A03,PA3054,,hypothetical protein
5102,PW6124,+,phoAwp03q1F09,PA3055,,hypothetical protein
5103,PW6125,+,phoAwp07q2H10,PA3056,,hypothetical protein
5104,PW6127,,lacZwp02q2B03,PA3057,,hypothetical protein
5105,PW6128,+,lacZwp07q3C02,PA3058,pelG,PelG
5106,PW6129,+,phoAwp03q3D10,PA3058,pelG,PelG
5107,PW6130,+,phoAwp02q1F08,PA3059,pelF,PelF
5108,PW6131,+,phoAwp07q1F11,PA3059,pelF,PelF
5109,PW6133,+,phoAwp09q4D10,PA3060,pelE,PelE
5110,PW6132,+,phoAwp04q4G05,PA3060,pelE,PelE
5111,PW6134,+,lacZwp01q4B01,PA3061,pelD,PelD
5112,PW6135,+,lacZwp07q1H08,PA3061,pelD,PelD
5113,PW6136,,phoAwp01q3E12,PA3062,pelC,PelC
5114,PW6137,+,phoAwp07q2B04,PA3062,pelC,PelC
5115,PW5340,+,lacZbp02q3F03,PA3063,pelB,PelB
5116,PW6138,+,phoAwp03q4G08,PA3063,pelB,PelB
5117,PW6139,+,phoAwp06q1E03,PA3063,pelB,PelB
5118,PW6141,+,phoAwp08q4F09,PA3064,pelA,PelA
5119,PW6140,+,phoAwp02q4H06,PA3064,pelA,PelA
5120,PW6143,+,phoAwp07q3D08,PA3065,,hypothetical protein
5121,PW6144,+,phoAwp06q2B10,PA3066,,hypothetical protein
5122,PW6146,+,phoAbp03q1E02,PA3067,,probable transcriptional regulator
5123,PW6145,+,lacZbp01q3D01,PA3067,,probable transcriptional regulator
5124,PW5411,+,lacZbp03q3G06,PA3068,gdhB,NAD-dependent glutamate dehydrogenase
5125,PW6147,+,lacZbp01q2E11,PA3068,gdhB,NAD-dependent glutamate dehydrogenase
5126,PW6148,+,lacZbp03q3F08,PA3068,gdhB,NAD-dependent glutamate dehydrogenase
5127,PW6150,+,phoAwp09q2D09,PA3069,,hypothetical protein
5128,PW6149,+,phoAwp04q3C12,PA3069,,hypothetical protein
5129,PW6152,+,phoAwp07q2F05,PA3070,,conserved hypothetical protein
5130,PW6151,+,phoAwp05q2A05,PA3070,,conserved hypothetical protein
5131,PW4300,+,phoAwp05q2H08,PA3070,,conserved hypothetical protein
5132,PW6154,+,phoAwp05q2A02,PA3071,,hypothetical protein
5133,PW6153,+,lacZwp04q2D02,PA3071,,hypothetical protein
5134,PW7238,,lacZwp07q1F05,PA3071,,hypothetical protein
5135,PW6155,,lacZwp01q4H03,PA3072,,hypothetical protein
5136,PW6156,,lacZwp06q2E01,PA3073,,hypothetical protein
5137,PW6159,,phoAwp09q1E02,PA3074,,hypothetical protein
5138,PW6158,+,lacZwp04q3H11,PA3074,,hypothetical protein
5139,PW6161,+,phoAbp03q2F09,PA3075,,hypothetical protein
5140,PW6160,+,lacZwp09q1B04,PA3075,,hypothetical protein
5141,PW3485,+,phoAwp02q1D11,PA3076,,hypothetical protein
5142,PW6163,+,phoAwp02q4C03,PA3076,,hypothetical protein
5143,PW6162,,lacZwp04q3B11,PA3076,,hypothetical protein
5144,PW6165,+,lacZwp08q2G01,PA3077,,probable two-component response regulator
5145,PW6164,+,lacZwp07q1B07,PA3077,,probable two-component response regulator
5146,PW6167,+,phoAwp03q1C06,PA3078,,probable two-component sensor
5147,PW6166,+,phoAwp02q2E02,PA3078,,probable two-component sensor
5148,PW6168,+,lacZbp01q4G06,PA3079,,hypothetical protein
5149,PW6170,+,phoAbp02q1G04,PA3079,,hypothetical protein
5150,PW6169,+,lacZwp03q3B04,PA3079,,hypothetical protein
5151,PW6172,+,phoAbp02q2E08,PA3080,,hypothetical protein
5152,PW6171,+,lacZwp01q2H04,PA3080,,hypothetical protein
5153,PW4815,+,phoAwp02q2H08,PA3081,,conserved hypothetical protein
5154,PW6173,+,lacZwp09q4B02,PA3081,,conserved hypothetical protein
5155,PW6174,+,phoAwp02q1A10,PA3081,,conserved hypothetical protein
5156,PW6176,+,lacZwp06q2D08,PA3082,gbt,glycine betaine transmethylase
5157,PW6175,+,lacZbp01q2E03,PA3082,gbt,glycine betaine transmethylase
5158,PW6177,+,lacZwp06q4C07,PA3083,pepN,aminopeptidase N
5159,PW6180,+,phoAwp08q3G08,PA3084,,hypothetical protein
5160,PW9525,+,lacZwp01q1B09,PA3084,,hypothetical protein
5161,PW6179,,phoAwp01q2H08,PA3084,,hypothetical protein
5162,PW6181,+,phoAwp04q2D10,PA3085,,hypothetical protein
5163,PW6183,+,phoAbp03q1D10,PA3086,,hypothetical protein
5164,PW6184,+,phoAwp01q3B08,PA3087,,hypothetical protein
5165,PW6185,+,phoAwp05q4H11,PA3087,,hypothetical protein
5166,PW6186,+,phoAwp04q4C10,PA3088,,conserved hypothetical protein
5167,PW6187,+,phoAwp05q1H02,PA3088,,conserved hypothetical protein
5168,PW5301,+,phoAwp02q2C09,PA3089,,hypothetical protein
5169,PW6189,+,lacZwp02q2D08,PA3089,,hypothetical protein
5170,PW6188,+,lacZwp01q1F08,PA3089,,hypothetical protein
5171,PW6190,+,lacZwp04q2B02,PA3090,,hypothetical protein
5172,PW6191,+,phoAwp04q4F01,PA3090,,hypothetical protein
5173,PW6193,+,phoAwp08q2A04,PA3091,,hypothetical protein
5174,PW6192,+,lacZwp02q2B11,PA3091,,hypothetical protein
5175,PW6195,+,phoAwp10q2F06,PA3092,fadH1,"2,4-dienoyl-CoA reductase FadH1"
5176,PW6194,+,lacZwp07q1E07,PA3092,fadH1,"2,4-dienoyl-CoA reductase FadH1"
5177,PW6197,+,phoAbp01q4E01,PA3093,,hypothetical protein
5178,PW6196,+,lacZwp09q1B09,PA3093,,hypothetical protein
5179,PW6198,+,lacZwp02q1E03,PA3094,,probable transcriptional regulator
5180,PW6199,+,lacZwp02q1E05,PA3095,xcpZ,general secretion pathway protein M
5181,PW6200,,lacZwp06q2D09,PA3095,xcpZ,general secretion pathway protein M
5182,PW6202,+,lacZwp08q2E03,PA3096,xcpY,general secretion pathway protein L
5183,PW6201,+,lacZbp02q4A06,PA3096,xcpY,general secretion pathway protein L
5184,PW4899,,lacZbp02q4B10,PA3096,xcpY,general secretion pathway protein L
5185,PW6203,+,lacZwp09q1D01,PA3097,xcpX,general secretion pathway protein K
5186,PW6204,+,lacZwp09q3E07,PA3097,xcpX,general secretion pathway protein K
5187,PW4509,,lacZwp03q3D12,PA3097,xcpX,general secretion pathway protein K
5188,PW4510,+,Supplemental_Plate4D12,PA3097,xcpX,general secretion pathway protein K
5189,PW6206,+,phoAwp07q2A07,PA3098,xcpW,general secretion pathway protein J
5190,PW6205,+,lacZwp02q1G09,PA3098,xcpW,general secretion pathway protein J
5191,PW6208,+,phoAwp06q2H02,PA3099,xcpV,general secretion pathway protein I
5192,PW6207,,lacZwp05q3G01,PA3099,xcpV,general secretion pathway protein I
5193,PW6210,,phoAbp03q1B01,PA3100,xcpU,General secretion pathway outer membrane protein H precursor
5194,PW6209,+,lacZbp01q3E10,PA3100,xcpU,General secretion pathway outer membrane protein H precursor
5195,PW6211,+,phoAbp02q3A04,PA3101,xcpT,general secretion pathway protein G
5196,PW6212,+,phoAwp05q2F04,PA3101,xcpT,general secretion pathway protein G
5197,PW6214,+,phoAwp02q1B04,PA3102,xcpS,general secretion pathway protein F
5198,PW6213,+,lacZwp06q1E05,PA3102,xcpS,general secretion pathway protein F
5199,PW6215,+,lacZbp01q2C01,PA3103,xcpR,general secretion pathway protein E
5200,PW6216,+,phoAwp03q3D09,PA3103,xcpR,general secretion pathway protein E
5201,PW6217,+,lacZwp03q1A08,PA3104,xcpP,secretion protein XcpP
5202,PW6219,+,Supplemental_Plate2A08,PA3104,xcpP,secretion protein XcpP
5203,PW6218,,lacZwp03q1E05,PA3104,xcpP,secretion protein XcpP
5204,PW6220,+,Supplemental_Plate2E05,PA3104,xcpP,secretion protein XcpP
5205,PW6222,+,phoAbp01q2C07,PA3105,xcpQ,general secretion pathway protein D
5206,PW6221,+,lacZwp03q2D06,PA3105,xcpQ,general secretion pathway protein D
5207,PW6223,+,phoAbp02q4E03,PA3105,xcpQ,general secretion pathway protein D
5208,PW6225,+,phoAbp02q2A09,PA3106,,probable short-chain dehydrogenase
5209,PW9880,+,phoAbp02q2C10,PA3106,,probable short-chain dehydrogenase
5210,PW6226,+,phoAbp03q2F03,PA3106,,probable short-chain dehydrogenase
5211,PW6224,+,lacZwp06q3D08,PA3106,,probable short-chain dehydrogenase
5212,PW6227,,phoAbp02q2E03,PA3107,metZ,o-succinylhomoserine sulfhydrylase
5213,PW6229,+,phoAwp03q4C09,PA3108,purF,amidophosphoribosyltransferase
5214,PW6231,+,phoAwp08q3F08,PA3109,,hypothetical protein
5215,PW6230,+,phoAwp03q4G06,PA3109,,hypothetical protein
5216,PW6232,+,lacZwp02q4G03,PA3110,,hypothetical protein
5217,PW6233,+,phoAwp09q1A09,PA3113,trpF,N-(5'phosphoribosyl)anthranilate (PRA) isomerase
5218,PW6234,+,phoAwp09q3G07,PA3113,trpF,N-(5'phosphoribosyl)anthranilate (PRA) isomerase
5219,PW7370,+,phoAwp04q3D10,PA3114,truA,tRNA-pseudouridine synthase I
5220,PW6236,+,lacZwp04q2E11,PA3114,truA,tRNA-pseudouridine synthase I
5221,PW6235,+,lacZbp01q2F03,PA3114,truA,tRNA-pseudouridine synthase I
5222,PW5540,+,phoAwp02q2D02,PA3115,fimV,Motility protein FimV
5223,PW6238,+,phoAbp02q1F01,PA3115,fimV,Motility protein FimV
5224,PW6239,+,phoAbp02q3G10,PA3115,fimV,Motility protein FimV
5225,PW6240,+,lacZbp01q3C03,PA3116,,probable aspartate-semialdehyde dehydrogenase
5226,PW6241,+,phoAwp10q1F04,PA3116,,probable aspartate-semialdehyde dehydrogenase
5227,PW6242,+,lacZbp03q3C03,PA3118,leuB,3-isopropylmalate dehydrogenase
5228,PW6720,+,lacZbp03q3D03,PA3118,leuB,3-isopropylmalate dehydrogenase
5229,PW6245,+,Supplemental_Plate4F03,PA3119,,conserved hypothetical protein
5230,PW6244,+,phoAwp09q4E07,PA3119,,conserved hypothetical protein
5231,PW6246,+,lacZwp05q2G10,PA3120,leuD,3-isopropylmalate dehydratase small subunit
5232,PW6247,+,phoAwp05q3B08,PA3120,leuD,3-isopropylmalate dehydratase small subunit
5233,PW6248,+,lacZbp02q1F07,PA3121,leuC,3-isopropylmalate dehydratase large subunit
5234,PW7080,+,lacZbp01q4C05,PA3122,,probable transcriptional regulator
5235,PW6250,+,lacZbp01q1G04,PA3122,,probable transcriptional regulator
5236,PW6251,+,lacZbp01q4E03,PA3122,,probable transcriptional regulator
5237,PW3790,,lacZwp03q2E06,PA3122,,probable transcriptional regulator
5238,PW3792,,Supplemental_Plate4A06,PA3122,,probable transcriptional regulator
5239,PW6252,+,phoAwp07q2C10,PA3123,,conserved hypothetical protein
5240,PW6253,+,lacZwp02q4D08,PA3124,,probable transcriptional regulator
5241,PW6254,+,phoAwp04q4A03,PA3124,,probable transcriptional regulator
5242,PW6255,+,lacZwp08q1C01,PA3125,,hypothetical protein
5243,PW6256,+,phoAwp06q4D02,PA3125,,hypothetical protein
5244,PW6257,+,phoAwp02q3B01,PA3126,ibpA,heat-shock protein IbpA
5245,PW6259,+,phoAwp07q3B04,PA3127,,hypothetical protein
5246,PW6258,+,lacZwp09q1C03,PA3127,,hypothetical protein
5247,PW6260,+,lacZwp06q3F02,PA3128,,probable short-chain dehydrogenase
5248,PW6261,,phoAwp07q2C07,PA3129,,conserved hypothetical protein
5249,PW6262,+,lacZwp05q4D07,PA3130,,hypothetical protein
5250,PW6263,+,phoAwp02q3E04,PA3130,,hypothetical protein
5251,PW6264,,phoAwp01q1B09,PA3131,,probable aldolase
5252,PW6265,+,phoAwp01q4C04,PA3131,,probable aldolase
5253,PW6267,+,phoAwp09q3D02,PA3132,,probable hydrolase
5254,PW6266,+,phoAwp09q2B02,PA3132,,probable hydrolase
5255,PW6268,+,lacZbp01q3A08,PA3133,,probable transcriptional regulator
5256,PW6269,+,lacZwp06q1H12,PA3133,,probable transcriptional regulator
5257,PW6270,+,lacZbp02q3H02,PA3135,,probable transcriptional regulator
5258,PW7392,+,lacZbp03q3H02,PA3135,,probable transcriptional regulator
5259,PW6271,+,phoAwp08q1C04,PA3135,,probable transcriptional regulator
5260,PW6272,,phoAwp05q1G07,PA3136,,probable secretion protein
5261,PW6273,+,phoAwp10q1C11,PA3136,,probable secretion protein
5262,PW6274,+,lacZwp05q3A06,PA3137,,probable major facilitator superfamily (MFS) transporter
5263,PW6275,+,phoAwp08q4G02,PA3137,,probable major facilitator superfamily (MFS) transporter
5264,PW6277,+,phoAwp03q1E12,PA3138,uvrB,excinuclease ABC subunit B
5265,PW6276,+,lacZwp09q3D01,PA3138,uvrB,excinuclease ABC subunit B
5266,PW6280,,lacZwp03q2B09,PA3139,,probable amino acid aminotransferase
5267,PW6278,+,lacZbp01q3E12,PA3139,,probable amino acid aminotransferase
5268,PW6279,+,lacZbp02q1H09,PA3139,,probable amino acid aminotransferase
5269,PW7079,+,lacZbp01q4B01,PA3139,,probable amino acid aminotransferase
5270,PW9100,+,phoAwp07q2D11,PA3139.1,,tRNA-Asn
5271,PW6281,,lacZwp04q4C01,PA3143,,hypothetical protein
5272,PW6282,+,lacZwp07q3A07,PA3144,,hypothetical protein
5273,PW6287,+,lacZwp02q3G02,PA3157,,probable acetyltransferase
5274,PW6288,+,phoAwp08q3G06,PA3157,,probable acetyltransferase
5275,PW6290,+,phoAbp01q2C04,PA3160,wzz,O-antigen chain length regulator
5276,PW6291,+,phoAbp02q3G06,PA3160,wzz,O-antigen chain length regulator
5277,PW8495,+,phoAwp02q4H03,PA3160,wzz,O-antigen chain length regulator
5278,PW6292,+,phoAwp07q3E11,PA3161,himD,integration host factor beta subunit
5279,PW6294,+,phoAbp03q2D08,PA3164,,still frameshift 3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE prephenate dehydrogenase
5280,PW6293,+,lacZbp03q3G02,PA3164,,still frameshift 3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE prephenate dehydrogenase
5281,PW6296,+,lacZbp02q4F11,PA3165,hisC2,histidinol-phosphate aminotransferase
5282,PW6298,+,phoAwp07q1A01,PA3166,pheA,chorismate mutase
5283,PW6300,+,lacZwp03q2B01,PA3169,,5-methylthioribose-1-phosphate isomerase MtnA
5284,PW6302,+,Supplemental_Plate4D01,PA3169,,5-methylthioribose-1-phosphate isomerase MtnA
5285,PW6301,+,lacZwp03q4H12,PA3169,,5-methylthioribose-1-phosphate isomerase MtnA
5286,PW7932,,lacZbp02q3B10,PA3169,,5-methylthioribose-1-phosphate isomerase MtnA
5287,PW6303,+,lacZbp01q2B12,PA3170,,conserved hypothetical protein
5288,PW6304,+,lacZbp03q1F10,PA3170,,conserved hypothetical protein
5289,PW4630,+,lacZwp01q4B10,PA3170,,conserved hypothetical protein
5290,PW6306,,lacZbp03q1B09,PA3172,,probable hydrolase
5291,PW6307,+,Supplemental_Plate3A09,PA3172,,probable hydrolase
5292,PW6309,+,phoAwp06q4A04,PA3173,,probable short-chain dehydrogenase
5293,PW6308,+,lacZwp09q2A04,PA3173,,probable short-chain dehydrogenase
5294,PW6310,+,phoAwp02q4D03,PA3174,,probable transcriptional regulator
5295,PW6311,+,phoAwp06q3G12,PA3174,,probable transcriptional regulator
5296,PW6312,+,lacZwp02q1C05,PA3175,,probable arginase family protein
5297,PW6313,+,lacZwp04q4H02,PA3175,,probable arginase family protein
5298,PW6314,+,lacZwp07q4C05,PA3176,gltS,"glutamate/sodium ion symporter, GltS"
5299,PW6316,+,phoAwp02q4G07,PA3177,,hypothetical protein
5300,PW6317,+,Supplemental_Plate4B07,PA3178,,hypothetical protein
5301,PW6319,+,lacZwp09q4E11,PA3179,,conserved hypothetical protein
5302,PW6318,+,lacZwp02q2F08,PA3179,,conserved hypothetical protein
5303,PW6321,+,phoAwp06q4H06,PA3180,,hypothetical protein
5304,PW6320,+,lacZwp08q1G03,PA3180,,hypothetical protein
5305,PW6322,+,lacZwp05q3D11,PA3181,,2-keto-3-deoxy-6-phosphogluconate aldolase
5306,PW6323,+,phoAwp09q3E03,PA3181,,2-keto-3-deoxy-6-phosphogluconate aldolase
5307,PW6324,+,lacZwp08q2C03,PA3182,pgl,6-phosphogluconolactonase
5308,PW6325,+,lacZbp01q1B12,PA3183,zwf,glucose-6-phosphate 1-dehydrogenase
5309,PW6326,+,phoAwp04q2H10,PA3183,zwf,glucose-6-phosphate 1-dehydrogenase
5310,PW6327,+,lacZwp02q1C06,PA3184,,probable transcriptional regulator
5311,PW6328,+,lacZwp06q2H08,PA3184,,probable transcriptional regulator
5312,PW6329,+,lacZwp07q3A05,PA3184,,probable transcriptional regulator
5313,PW6332,+,phoAwp07q3C01,PA3185,,hypothetical protein
5314,PW6330,+,lacZbp01q3H04,PA3185,,hypothetical protein
5315,PW6331,+,lacZwp03q1H08,PA3185,,hypothetical protein
5316,PW10439,,lacZwp03q3B06,PA3185,,hypothetical protein
5317,PW6334,+,phoAbp03q2B08,PA3186,oprB,Glucose/carbohydrate outer membrane porin OprB precursor
5318,PW4874,,phoAbp02q2F02,PA3186,oprB,Glucose/carbohydrate outer membrane porin OprB precursor
5319,PW4873,+,phoAbp01q4H07,PA3186,oprB,Glucose/carbohydrate outer membrane porin OprB precursor
5320,PW6333,+,phoAbp02q2A07,PA3186,oprB,Glucose/carbohydrate outer membrane porin OprB precursor
5321,PW6335,+,lacZbp01q1E06,PA3187,,probable ATP-binding component of ABC transporter
5322,PW6336,+,lacZbp02q4G09,PA3187,,probable ATP-binding component of ABC transporter
5323,PW6337,+,phoAbp01q4C10,PA3188,,probable permease of ABC sugar transporter
5324,PW6338,+,phoAwp07q3A01,PA3188,,probable permease of ABC sugar transporter
5325,PW4576,+,phoAwp05q4E04,PA3188,,probable permease of ABC sugar transporter
5326,PW6340,+,phoAwp09q2B08,PA3189,,probable permease of ABC sugar transporter
5327,PW6339,+,phoAwp06q4H10,PA3189,,probable permease of ABC sugar transporter
5328,PW6341,+,phoAwp05q3D11,PA3190,,probable binding protein component of ABC sugar transporter
5329,PW6342,+,phoAwp09q1B06,PA3190,,probable binding protein component of ABC sugar transporter
5330,PW6344,+,phoAwp06q4F10,PA3191,,probable two-component sensor
5331,PW6343,+,lacZwp06q2C08,PA3191,,probable two-component sensor
5332,PW6346,+,phoAwp01q4D10,PA3192,gltR,two-component response regulator GltR
5333,PW6345,+,lacZwp04q4E09,PA3192,gltR,two-component response regulator GltR
5334,PW6348,+,phoAwp07q4C11,PA3193,glk,glucokinase
5335,PW6347,,phoAwp07q1G08,PA3193,glk,glucokinase
5336,PW6349,+,lacZwp02q3C06,PA3194,edd,phosphogluconate dehydratase
5337,PW6351,+,phoAwp09q3H03,PA3195,gapA,glyceraldehyde 3-phosphate dehydrogenase
5338,PW6350,+,lacZbp01q4D07,PA3195,gapA,glyceraldehyde 3-phosphate dehydrogenase
5339,PW6352,+,lacZwp06q2C10,PA3196,,hypothetical protein
5340,PW6353,+,lacZwp03q4D06,PA3197,,hypothetical protein
5341,PW6354,+,phoAwp01q4D03,PA3197,,hypothetical protein
5342,PW6355,+,lacZwp05q1B08,PA3198,,conserved hypothetical protein
5343,PW6358,+,lacZbp03q1C09,PA3199,,conserved hypothetical protein
5344,PW6357,+,lacZbp02q3B03,PA3199,,conserved hypothetical protein
5345,PW6359,+,lacZbp02q3C01,PA3200,,conserved hypothetical protein
5346,PW6360,+,phoAwp10q2A06,PA3200,,conserved hypothetical protein
5347,PW6361,+,phoAwp08q3H02,PA3201,,conserved hypothetical protein
5348,PW6362,+,phoAwp04q4B12,PA3202,,conserved hypothetical protein
5349,PW6363,+,phoAwp07q4C01,PA3203,,hypothetical protein
5350,PW6364,+,phoAwp10q2D04,PA3203,,hypothetical protein
5351,PW6365,+,lacZwp01q1D02,PA3204,,probable two-component response regulator
5352,PW6367,+,phoAwp08q4A08,PA3205,,hypothetical protein
5353,PW6366,+,phoAwp08q1G01,PA3205,,hypothetical protein
5354,PW6369,+,phoAwp07q1G01,PA3206,,probable two-component sensor
5355,PW6368,+,lacZwp08q3E01,PA3206,,probable two-component sensor
5356,PW6370,,phoAwp08q3G01,PA3207,,hypothetical protein
5357,PW6371,+,phoAwp08q1B10,PA3208,,conserved hypothetical protein
5358,PW6372,+,phoAwp08q2H09,PA3210,trkH,potassium uptake protein TrkH
5359,PW6373,+,lacZwp03q3F10,PA3211,,probable permease of ABC transporter
5360,PW6375,+,Supplemental_Plate4F10,PA3211,,probable permease of ABC transporter
5361,PW6374,+,phoAwp05q2E04,PA3211,,probable permease of ABC transporter
5362,PW6377,+,phoAwp03q1C04,PA3212,,probable ATP-binding component of ABC transporter
5363,PW6376,+,phoAwp02q4H05,PA3212,,probable ATP-binding component of ABC transporter
