PA14 NR Set Plate (PO_PlateLabel96),PA14 NR Set Well (PO_PlateLocation96ADD),Parental Library Source Plate (WOR_PlateLabel),Parental Library Source Plate Well (WOR_PlateWellPosition),MutantID,PA14 Genomic Position,PA14 Genome BLASTN Bit Score,Unambiguous Insertion Location?,Locus Tag,"""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)",All Predicted GeneIDs,PAO1 Orthologs,PA14 NR Set Comments,library_position
PAMr_nr_mas_07_3,E2,PA14_MrT7_382wor,C4,36604,4986865,983,Y,PA14_55850,GID3352,705,738,PA4299,,putative pilus assembly protein,"PA14_55850(705/738), PA14_55830*(1973/2205)","GID3352, GID6622",PA4299,,PAMr_nr_mas_07_3E2
PAMr_nr_mas_07_3,E3,PA14_MrT7_382wor,C7,36607,3462189,434,Y,PA14_38820,GID2257,13,915,PA1986,pqqB,pyrroloquinoline quinone biosynthesis protein B,"PA14_38820(13/915), PA14_38810*(1620/1737)","GID2257, GID5856",PA1986,,PAMr_nr_mas_07_3E3
PAMr_nr_mas_07_3,E4,PA14_MrT7_382wor,C9,36609,3896672,416,Y,PA14_43760,GID2499,763,906,PA1604,,conserved hypothetical protein,"PA14_43760(763/906), PA14_43750*(27/1302)","GID2499, GID5743",PA1604,,PAMr_nr_mas_07_3E4
PAMr_nr_mas_07_3,E5,PA14_MrT7_382wor,C10,36610,4488351,858,Y,PA14_50530,GID2584,20,924,PA1073,braD,branched-chain amino acid transport protein BraD,PA14_50530(20/924),GID2584,PA1073,,PAMr_nr_mas_07_3E5
PAMr_nr_mas_07_3,E6,PA14_MrT7_382wor,D6,36618,18750,932,Y,PA14_00170,GID1144,13,1374,PA0016,trkA,potassium uptake protein TrkA,PA14_00170(13/1374),GID1144,PA0016,,PAMr_nr_mas_07_3E6
PAMr_nr_mas_07_3,E7,PA14_MrT7_382wor,D7,36619,5545856,924,Y,PA14_62150,GID4476,82,492,PA4695,ilvH,acetolactate synthase isozyme III small subunit,"PA14_62150(82/492), PA14_62140*(1386/1536)","GID4476, GID6738",PA4695,,PAMr_nr_mas_07_3E7
PAMr_nr_mas_07_3,E8,PA14_MrT7_382wor,F11,36647,3895662,515,Y,PA14_43740,GID1888,250,1035,PA1605,,putative 5-oxo-L-prolinase,"PA14_43740(250/1035), PA14_43750*(1037/1302)","GID1888, GID5743",PA1605,,PAMr_nr_mas_07_3E8
PAMr_nr_mas_07_3,E9,PA14_MrT7_382wor,H5,36665,1253867,494,Y,PA14_14710,GID4337,32,492,PA3815,,putative Rrf2 family protein,PA14_14710(32/492),GID4337,PA3815,,PAMr_nr_mas_07_3E9
PAMr_nr_mas_07_3,E10,PA14_MrT7_382wor,H9,36669,4453131,1197,Y,PA14_50100,GID1146,780,1356,PA1104,fliI,flagellum-specific ATP synthase FliI,"PA14_50100(780/1356), PA14_50090*(640/1644)","GID1146, GID5607",PA1104,,PAMr_nr_mas_07_3E10
PAMr_nr_mas_07_3,E11,PA14_MrT7_383wor,B3,36687,1582167,377,Y,PA14_18430,GID1495,31,1176,PA3549,algJ,alginate o-acetyltransferase AlgJ,"PA14_18430(31/1176), PA14_18400*(2067/2127)","GID1495, GID6375",PA3549,,PAMr_nr_mas_07_3E11
PAMr_nr_mas_07_3,E12,PA14_MrT7_383wor,C11,36707,2181077,1249,Y,PA14_24950,GID6237,957,1386,,,putative glycerol-3-phosphate dehydrogenase,PA14_24950(957/1386),GID6237,,,PAMr_nr_mas_07_3E12
PAMr_nr_mas_07_3,F1,PA14_MrT7_383wor,E1,36721,6101581,101,Y,PA14_68380,GID4101,103,567,PA5176,,putative DP compound hydrolase,PA14_68380(103/567),GID4101,PA5176,,PAMr_nr_mas_07_3F1
PAMr_nr_mas_07_3,F2,PA14_MrT7_383wor,E11,36731,5334765,1104,Y,PA14_59910,GID2673,506,885,,,Conserved hypothetical protein,PA14_59910(506/885),GID2673,,,PAMr_nr_mas_07_3F2
PAMr_nr_mas_07_3,F3,PA14_MrT7_383wor,F4,36736,3889256,345,Y,PA14_43670,GID415,1311,1956,PA1611,,putative sensor/response regulator hybrid,PA14_43670(1311/1956),GID415,PA1611,,PAMr_nr_mas_07_3F3
PAMr_nr_mas_07_3,F4,PA14_MrT7_383wor,F5,36737,5455152,848,Y,PA14_61170,GID1525,115,1212,PA4622,,putative transmembrane protein,"PA14_61170(115/1212), PA14_61160*(1176/1485)","GID1525, GID6720",PA4622,,PAMr_nr_mas_07_3F4
PAMr_nr_mas_07_3,F5,PA14_MrT7_383wor,F8,36740,5341914,468,Y,PA14_59990,GID2204,127,939,,,Conserved hypothetical protein,PA14_59990(127/939),GID2204,,,PAMr_nr_mas_07_3F5
PAMr_nr_mas_07_3,F6,PA14_MrT7_383wor,F10,36742,5153874,696,Y,PA14_57890,GID2309,979,981,PA4457,,putative sugar isomerase,PA14_57890(979/981),GID2309,PA4457,,PAMr_nr_mas_07_3F6
PAMr_nr_mas_07_3,F7,PA14_MrT7_383wor,H1,36757,4802632,137,Y,PA14_54150,GID789,41,1521,PA0783,putP,sodium/proline symporter PutP,"PA14_54150(41/1521), PA14_54140*(1514/1962)","GID789, GID5536",PA0783,,PAMr_nr_mas_07_3F7
PAMr_nr_mas_07_3,F8,PA14_MrT7_383wor,H6,36762,569807,347,Y,PA14_06500,GID1906,191,1059,PA0500,bioB,biotin synthase,"PA14_06500(191/1059), PA14_06490*(1133/1416)","GID1906, GID7154",PA0500,,PAMr_nr_mas_07_3F8
PAMr_nr_mas_07_3,F9,PA14_MrT7_383wor,H10,36766,1727957,141,Y,PA14_20040,GID1297,638,1332,PA3405,hasE,metalloprotease secretion protein,PA14_20040(638/1332),GID1297,PA3405,,PAMr_nr_mas_07_3F9
PAMr_nr_mas_07_3,F10,PA14_MrT7_384wor,A2,36770,2414440,878,Y,PA14_27880,GID3932,153,582,PA2804,,putative phosphohydrolase,"PA14_27880(153/582), PA14_27860*(1270/1488)","GID3932, GID6166",PA2804,,PAMr_nr_mas_07_3F10
PAMr_nr_mas_07_3,F11,PA14_MrT7_384wor,A6,36774,1916949,1021,Y,PA14_22050,GID2196,326,939,PA3242,htrB,putative lipid A biosynthesis lauroyl/myristoyl acyltransferase,PA14_22050(326/939),GID2196,PA3242,,PAMr_nr_mas_07_3F11
PAMr_nr_mas_07_3,F12,PA14_MrT7_384wor,A11,36779,4375446,912,Y,PA14_49250,GID148,2248,2505,PA1174,napA,periplasmic nitrate reductase protein NapA,"PA14_49250(2248/2505), PA14_49240*(270/2622)","GID148, GID5624",PA1174,,PAMr_nr_mas_07_3F12
PAMr_nr_mas_07_3,G1,PA14_MrT7_384wor,B11,36791,2550520,624,Y,PA14_29410,GID2262,15,963,PA2683,,putative serine/threonine dehydratase,PA14_29410(15/963),GID2262,PA2683,,PAMr_nr_mas_07_3G1
PAMr_nr_mas_07_3,G2,PA14_MrT7_384wor,B12,36792,6437258,462,Y,PA14_72250,GID1015,304,1374,PA5474,,putative metalloprotease,"PA14_72250(304/1374), PA14_72240*(870/1221)","GID1015, GID6964",PA5474,,PAMr_nr_mas_07_3G2
PAMr_nr_mas_07_3,G3,PA14_MrT7_384wor,C1,36793,842632,248,Y,PA14_09780,GID4415,6,468,PA4183,,conserved hypothetical protein,PA14_09780(6/468),GID4415,PA4183,,PAMr_nr_mas_07_3G3
PAMr_nr_mas_07_3,G4,PA14_MrT7_384wor,D6,36810,3488563,387,Y,PA14_39160,GID2422,95,936,PA1961,,"transcriptional regulator, LysR family",PA14_39160(95/936),GID2422,PA1961,,PAMr_nr_mas_07_3G4
PAMr_nr_mas_07_3,G5,PA14_MrT7_384wor,D10,36814,5877856,186,Y,,,,,,,,PA14_65980*(1147/1536),GID6827,,,PAMr_nr_mas_07_3G5
PAMr_nr_mas_07_3,G6,PA14_MrT7_384wor,D11,36815,549803,603,Y,PA14_06230,GID554,866,1728,PA0476,,putative cytosine/uracil/thiamine/allantoin permeases,"PA14_06230(866/1728), PA14_06220*(627/1833)","GID554, GID7148",PA0476,,PAMr_nr_mas_07_3G6
PAMr_nr_mas_07_3,G7,PA14_MrT7_384wor,F5,36833,4586118,484,Y,PA14_51580,GID5421,13,204,,RS09,hypothetical protein,PA14_51580(13/204),GID5421,,,PAMr_nr_mas_07_3G7
PAMr_nr_mas_07_3,G8,PA14_MrT7_384wor,G7,36847,5019982,1130,Y,PA14_56220,GID2386,580,915,PA4328,,putative universal stress protein,PA14_56220(580/915),GID2386,PA4328,,PAMr_nr_mas_07_3G8
PAMr_nr_mas_07_3,G9,PA14_MrT7_384wor,G10,36850,5920339,315,Y,PA14_66380,GID649,1129,1617,PA5021,,putative sodium/hydrogen antiporter,"PA14_66380(1129/1617), PA14_66370*(552/1878)","GID649, GID2371",PA5021,,PAMr_nr_mas_07_3G9
PAMr_nr_mas_07_3,G10,PA14_MrT7_384wor,H2,36854,5031716,87.7,Y,PA14_56410,GID1728,681,1080,PA4339,,putative phospholipase,PA14_56410(681/1080),GID1728,PA4339,,PAMr_nr_mas_07_3G10
PAMr_nr_mas_07_3,G11,PA14_MrT7_385wor,A11,36875,1671454,781,Y,PA14_19350,GID1460,32,1197,PA3461,,putative peptidase or cellulase,PA14_19350(32/1197),GID1460,PA3461,,PAMr_nr_mas_07_3G11
PAMr_nr_mas_07_3,G12,PA14_MrT7_385wor,A12,36876,3014980,561,Y,PA14_33910,GID1257,590,1275,PA2377,,"putative ABC-type transport protein, periplasmic component",PA14_33910(590/1275),GID1257,PA2377,,PAMr_nr_mas_07_3G12
PAMr_nr_mas_07_3,H1,PA14_MrT7_385wor,B3,36879,2097294,852,Y,PA14_24170,GID322,1808,2040,PA3092,PA3092,,"PA14_24170(1808/2040), PA14_24160*(404/2334)","GID322, GID6253",PA3092,,PAMr_nr_mas_07_3H1
PAMr_nr_mas_07_3,H2,PA14_MrT7_385wor,B6,36882,5280392,684,Y,PA14_59270,GID1178,113,1326,,pilO2,type IV b pilus protein,PA14_59270(113/1326),GID1178,,,PAMr_nr_mas_07_3H2
PAMr_nr_mas_07_3,H3,PA14_MrT7_385wor,B7,36883,690506,444,Y,PA14_08030,GID2735,411,888,PA0618,,putative phage baseplate assembly protein,PA14_08030(411/888),GID2735,PA0618,,PAMr_nr_mas_07_3H3
PAMr_nr_mas_07_3,H4,PA14_MrT7_385wor,B9,36885,5526905,260,Y,PA14_61990,GID94,235,2847,PA4686,,conserved hypothetical protein,PA14_61990(235/2847),GID94,PA4686,,PAMr_nr_mas_07_3H4
PAMr_nr_mas_07_3,H5,PA14_MrT7_385wor,C3,36891,378699,835,Y,PA14_04230,GID3138,629,789,PA0324,,putative permease of ABC transporter,PA14_04230(629/789),GID3138,PA0324,,PAMr_nr_mas_07_3H5
PAMr_nr_mas_07_3,H6,PA14_MrT7_385wor,C4,36892,282400,771,Y,PA14_03190,GID900,16,1443,PA0259,,conserved hypothetical protein,PA14_03190(16/1443),GID900,PA0259,,PAMr_nr_mas_07_3H6
PAMr_nr_mas_07_3,H7,PA14_MrT7_385wor,D4,36904,1167271,369,Y,PA14_13560,GID2522,691,909,PA3892,,putative fusaric acid resistance protein,"PA14_13560(691/909), PA14_13540*(168/1173)","GID2522, GID6507",PA3892,,PAMr_nr_mas_07_3H7
PAMr_nr_mas_07_3,H8,PA14_MrT7_385wor,D6,36906,5778512,1114,Y,PA14_64850,GID2800,755,894,PA4908,,putative ornithine cyclodeaminase,PA14_64850(755/894),GID2800,PA4908,,PAMr_nr_mas_07_3H8
PAMr_nr_mas_07_3,H9,PA14_MrT7_385wor,D7,36907,4589124,222,Y,PA14_51640,GID4840,47,378,,,conserved hypothetical protein,PA14_51640(47/378),GID4840,,,PAMr_nr_mas_07_3H9
PAMr_nr_mas_07_3,H10,PA14_MrT7_385wor,D8,36908,461791,706,Y,PA14_05290,GID3988,290,570,PA0405,,putative transcriptional activator of alginate synthesis,PA14_05290(290/570),GID3988,PA0405,,PAMr_nr_mas_07_3H10
PAMr_nr_mas_07_3,H11,PA14_MrT7_385wor,D11,36911,952441,331,Y,PA14_11000,GID635,166,1563,PA4091,hpaA,4-hydroxyphenylacetate 3-monooxygenase large chain,PA14_11000(166/1563),GID635,PA4091,,PAMr_nr_mas_07_3H11
PAMr_nr_mas_07_3,H12,PA14_MrT7_385wor,D12,36912,430119,680,Y,PA14_04870,GID844,646,1488,PA0371,,putative peptidase,"PA14_04870(646/1488), PA14_04880*(840/1551)","GID844, GID7118",PA0371,,PAMr_nr_mas_07_3H12
PAMr_nr_mas_07_4,A1,PA14_MrT7_385wor,E3,36915,5555044,632,Y,PA14_62260,GID3038,4,798,PA4704,ppkA,cAMP-dependent protein kinase,PA14_62260(4/798),GID3038,PA4704,,PAMr_nr_mas_07_4A1
PAMr_nr_mas_07_4,A2,PA14_MrT7_385wor,E4,36916,500115,712,Y,PA14_05640,GID248,401,2193,PA0434,,putative outer membrane ferric siderophore receptor,PA14_05640(401/2193),GID248,PA0434,,PAMr_nr_mas_07_4A2
PAMr_nr_mas_07_4,A3,PA14_MrT7_385wor,G9,36945,1296163,676,Y,PA14_15280,GID2501,155,897,PA3772,,conserved hypothetical protein,PA14_15280(155/897),GID2501,PA3772,,PAMr_nr_mas_07_4A3
PAMr_nr_mas_07_4,A4,PA14_MrT7_385wor,H1,36949,1786499,716,Y,PA14_20760,GID2887,85,825,PA3348,,putative chemotaxis protein methyltransferase,PA14_20760(85/825),GID2887,PA3348,,PAMr_nr_mas_07_4A4
PAMr_nr_mas_07_4,A5,PA14_MrT7_385wor,H5,36953,190681,220,Y,PA14_02090,GID3539,125,666,PA0167,,"putative transcriptional regulator, TetR family",PA14_02090(125/666),GID3539,PA0167,,PAMr_nr_mas_07_4A5
PAMr_nr_mas_07_4,A6,PA14_MrT7_385wor,H7,36955,57153,218,Y,PA14_00560,GID7001,6,1329,PA0044,exoT,exoenzyme T,PA14_00560(6/1329),GID7001,PA0044,,PAMr_nr_mas_07_4A6
PAMr_nr_mas_07_4,A7,PA14_MrT7_385wor,H8,36956,632292,283,Y,PA14_07360,GID4242,222,516,PA0566,,hypothetical protein,PA14_07360(222/516),GID4242,PA0566,,PAMr_nr_mas_07_4A7
PAMr_nr_mas_07_4,A8,PA14_MrT7_385wor,H11,36959,2697028,698,Y,PA14_31010,GID403,14,3138,,,putative cation efflux system protein,PA14_31010(14/3138),GID403,,,PAMr_nr_mas_07_4A8
PAMr_nr_mas_07_4,A9,PA14_MrT7_386wor,B7,36979,4649199,394,Y,PA14_52380,GID4019,165,549,PA0918,,cytochrome b561,PA14_52380(165/549),GID4019,PA0918,,PAMr_nr_mas_07_4A9
PAMr_nr_mas_07_4,A10,PA14_MrT7_386wor,C11,36995,101077,123,Y,PA14_01030,GID4311,75,489,PA0085,,conserved hypothetical protein,PA14_01030(75/489),GID4311,PA0085,,PAMr_nr_mas_07_4A10
PAMr_nr_mas_07_4,A11,PA14_MrT7_386wor,C12,36996,6231159,1047,Y,PA14_69870,GID1851,313,1050,PA5292,,phosphorylcholine phosphatase,PA14_69870(313/1050),GID1851,PA5292,,PAMr_nr_mas_07_4A11
PAMr_nr_mas_07_4,A12,PA14_MrT7_386wor,D1,36997,2580254,410,Y,PA14_29800,GID682,109,1686,PA2652,,putative chemotaxis transducer,"PA14_29800(109/1686), PA14_29790*(1650/1773)","GID682, GID6124",PA2652,,PAMr_nr_mas_07_4A12
PAMr_nr_mas_07_4,B1,PA14_MrT7_386wor,D6,37002,4786342,654,Y,PA14_53970,GID137,1811,2607,PA0794,,probable aconitate hydratase,"PA14_53970(1811/2607), PA14_53960*(917/2925)","GID137, GID5543",PA0794,,PAMr_nr_mas_07_4B1
PAMr_nr_mas_07_4,B2,PA14_MrT7_386wor,D7,37003,4227288,977,Y,PA14_47440,GID2345,311,933,PA1296,,putative 2-hydroxyacid dehydrogenase,PA14_47440(311/933),GID2345,PA1296,,PAMr_nr_mas_07_4B2
PAMr_nr_mas_07_4,B3,PA14_MrT7_386wor,D11,37007,1246087,1041,Y,PA14_14600,GID1622,103,1119,PA3823,tgt,queuine tRNA-ribosyltransferase,"PA14_14600(103/1119), PA14_14580*(1032/2256)","GID1622, GID6478",PA3823,,PAMr_nr_mas_07_4B3
PAMr_nr_mas_07_4,B4,PA14_MrT7_386wor,E5,37013,2058959,668,Y,PA14_23670,GID2967,6,804,PA3127,,putative bleomycin resistance protein,"PA14_23670(6/804), PA14_23660*(829/915)","GID2967, GID6265",PA3127,,PAMr_nr_mas_07_4B4
PAMr_nr_mas_07_4,B5,PA14_MrT7_386wor,E8,37016,1822875,741,Y,PA14_21080,GID2599,826,915,PA3321,,putative LysR-family transcriptional activator,PA14_21080(826/915),GID2599,PA3321,,PAMr_nr_mas_07_4B5
PAMr_nr_mas_07_4,B6,PA14_MrT7_386wor,F3,37023,784712,446,Y,PA14_09260,GID2518,89,891,PA4227,pchR,transcriptional regulator PchR,"PA14_09260(89/891), PA14_09250*(1137/1995)","GID2518, GID6610",PA4227,,PAMr_nr_mas_07_4B6
PAMr_nr_mas_07_4,B7,PA14_MrT7_386wor,F5,37025,352472,844,Y,,,,,,,,PA14_03890*(170/1719),GID7092,,,PAMr_nr_mas_07_4B7
PAMr_nr_mas_07_4,B8,PA14_MrT7_386wor,F11,37031,5837357,950,Y,PA14_65540,GID324,475,2076,PA4959,,conserved hypothetical protein,"PA14_65540(475/2076), PA14_65530*(1452/2058)","GID324, GID6810",PA4959,,PAMr_nr_mas_07_4B8
PAMr_nr_mas_07_4,B9,PA14_MrT7_386wor,G4,37036,4748974,133,Y,PA14_53560,GID2678,184,879,PA0827,,hypothetical protein,PA14_53560(184/879),GID2678,PA0827,,PAMr_nr_mas_07_4B9
PAMr_nr_mas_07_4,B10,PA14_MrT7_386wor,G9,37041,5341784,268,Y,PA14_59980,GID4664,428,432,,,Conserved hypothetical protein,PA14_59980(428/432),GID4664,,,PAMr_nr_mas_07_4B10
PAMr_nr_mas_07_4,B11,PA14_MrT7_386wor,H6,37050,2734026,470,Y,PA14_31440,GID4179,464,543,PA2559,,hypothetical protein,PA14_31440(464/543),GID4179,PA2559,,PAMr_nr_mas_07_4B11
PAMr_nr_mas_07_4,B12,PA14_MrT7_387wor,B3,37071,5127611,1009,Y,PA14_57560,GID1340,214,1212,PA4430,,putative cytochrome b,"PA14_57560(214/1212), PA14_57550*(1020/1290)","GID1340, GID6661",PA4430,,PAMr_nr_mas_07_4B12
PAMr_nr_mas_07_4,C1,PA14_MrT7_387wor,B7,37075,5449345,325,Y,PA14_61120,GID2283,766,972,PA4618,,putative xanthine dehydrogenase accessory factor X,"PA14_61120(766/972), PA14_61100*(897/1647)","GID2283, GID6719",PA4618,,PAMr_nr_mas_07_4C1
PAMr_nr_mas_07_4,C2,PA14_MrT7_387wor,B8,37076,4801789,210,Y,PA14_54150,GID789,884,1521,PA0783,putP,sodium/proline symporter PutP,"PA14_54150(884/1521), PA14_54140*(671/1962)","GID789, GID5536",PA0783,,PAMr_nr_mas_07_4C2
PAMr_nr_mas_07_4,C3,PA14_MrT7_387wor,B10,37078,2203516,155,Y,,,,,,,,"PA14_25190*(928/996), PA14_25200*(174/246)","GID2706, GID6232",,,PAMr_nr_mas_07_4C3
PAMr_nr_mas_07_4,C4,PA14_MrT7_387wor,B11,37079,1576897,690,Y,PA14_18360,GID2093,228,1020,PA3553,,putative glycosyl transferase,PA14_18360(228/1020),GID2093,PA3553,,PAMr_nr_mas_07_4C4
PAMr_nr_mas_07_4,C5,PA14_MrT7_387wor,C2,37082,937547,563,Y,PA14_10830,GID5091,278,876,,,"putative transcriptional regulator, LysR family",PA14_10830(278/876),GID5091,,,PAMr_nr_mas_07_4C5
PAMr_nr_mas_07_4,C6,PA14_MrT7_387wor,D2,37094,2302325,97.6,Y,PA14_26420,GID260,1186,2157,PA2911,,putative TonB-dependent receptor,"PA14_26420(1186/2157), PA14_26410*(1026/2166), PA14_26430*(1349/2208)","GID260, GID6204, GID6203",PA2911,,PAMr_nr_mas_07_4C6
PAMr_nr_mas_07_4,C7,PA14_MrT7_387wor,D3,37095,2299646,971,Y,PA14_26390,GID2194,886,972,PA2913,,putative iron transport system substrate-binding protein,"PA14_26390(886/972), PA14_26370*(923/924), PA14_26380*(303/1338)","GID2194, GID6206, GID6205",PA2913,,PAMr_nr_mas_07_4C7
PAMr_nr_mas_07_4,C8,PA14_MrT7_387wor,D4,37096,3341868,997,Y,PA14_37560,GID456,1366,1833,PA2084,,"asparagine synthetase, glutamine-hydrolysing","PA14_37560(1366/1833), PA14_37540*(1017/2388)","GID456, GID5890",PA2084,,PAMr_nr_mas_07_4C8
PAMr_nr_mas_07_4,C9,PA14_MrT7_387wor,D6,37098,2668232,220,Y,PA14_30750,GID2586,356,867,PA2579,,putative tryptophan oxygenase,PA14_30750(356/867),GID2586,PA2579,,PAMr_nr_mas_07_4C9
PAMr_nr_mas_07_4,C10,PA14_MrT7_387wor,D9,37101,5488721,482,Y,PA14_61530,GID3031,18,789,PA4651,,putative pili assembly chaperone,PA14_61530(18/789),GID3031,PA4651,,PAMr_nr_mas_07_4C10
PAMr_nr_mas_07_4,C11,PA14_MrT7_387wor,D10,37102,6082444,993,Y,,,,,,,,PA14_68160*(890/1155),GID6870,,,PAMr_nr_mas_07_4C11
PAMr_nr_mas_07_4,C12,PA14_MrT7_387wor,E4,37108,5015864,823,Y,PA14_56170,GID1143,109,1332,PA4323,,conserved hypothetical protein,PA14_56170(109/1332),GID1143,PA4323,,PAMr_nr_mas_07_4C12
PAMr_nr_mas_07_4,D1,PA14_MrT7_387wor,E7,37111,8810,436,Y,PA14_00080,GID549,140,1707,PA0007,,conserved hypothetical protein,PA14_00080(140/1707),GID549,PA0007,,PAMr_nr_mas_07_4D1
PAMr_nr_mas_07_4,D2,PA14_MrT7_387wor,F12,37128,4614389,571,Y,PA14_51990,GID3883,31,597,PA0949,wrbA,Trp repressor binding protein WrbA,PA14_51990(31/597),GID3883,PA0949,,PAMr_nr_mas_07_4D2
PAMr_nr_mas_07_4,D3,PA14_MrT7_387wor,G5,37133,3109920,442,Y,PA14_34940,GID5178,199,282,PA2292,,conserved hypothetical protein,PA14_34940(199/282),GID5178,PA2292,,PAMr_nr_mas_07_4D3
PAMr_nr_mas_07_4,D4,PA14_MrT7_387wor,H11,37151,902265,1047,Y,PA14_10470,GID1514,707,1209,PA4136,,putative MFS transporter,"PA14_10470(707/1209), PA14_10450*(557/1419), PA14_10460*(747/1359)","GID1514, GID6580, GID6579",PA4136,,PAMr_nr_mas_07_4D4
PAMr_nr_mas_07_4,D5,PA14_MrT7_388wor,A4,37156,1053454,311,Y,PA14_12180,GID5493,100,153,PA3990,,conserved hypothetical protein,PA14_12180(100/153),GID5493,PA3990,,PAMr_nr_mas_07_4D5
PAMr_nr_mas_07_4,D6,PA14_MrT7_388wor,A12,37164,838689,1283,Y,PA14_09740,GID1234,305,1329,PA4187,,putative MFS transporter,PA14_09740(305/1329),GID1234,PA4187,,PAMr_nr_mas_07_4D6
PAMr_nr_mas_07_4,D7,PA14_MrT7_388wor,B9,37173,2382922,323,Y,PA14_27440,GID2478,20,966,PA2834,,putative transcriptional regulator,PA14_27440(20/966),GID2478,PA2834,,PAMr_nr_mas_07_4D7
PAMr_nr_mas_07_4,D8,PA14_MrT7_388wor,C3,37179,1560153,60,Y,PA14_18180,GID5152,156,294,PA3566,,putative Antibiotic biosynthesis monooxygenase,"PA14_18180(156/294), PA14_18170*(1081/1329)","GID5152, GID6383",PA3566,,PAMr_nr_mas_07_4D8
PAMr_nr_mas_07_4,D9,PA14_MrT7_388wor,C4,37180,1657772,347,Y,PA14_19190,GID564,1386,1695,PA3471,,putative NAD-linked malate dehydrogenase,"PA14_19190(1386/1695), PA14_19180*(226/1857)","GID564, GID6355",PA3471,,PAMr_nr_mas_07_4D9
PAMr_nr_mas_07_4,D10,PA14_MrT7_388wor,D2,37190,2441803,480,Y,PA14_28210,GID3991,350,588,PA2774,,hypothetical protein,PA14_28210(350/588),GID3991,PA2774,,PAMr_nr_mas_07_4D10
PAMr_nr_mas_07_4,D11,PA14_MrT7_388wor,D4,37192,2152328,1142,Y,PA14_24620,GID2176,965,981,PA3052,,hypothetical protein,PA14_24620(965/981),GID2176,PA3052,,PAMr_nr_mas_07_4D11
PAMr_nr_mas_07_4,D12,PA14_MrT7_388wor,D6,37194,5484114,878,Y,PA14_61460,GID3999,506,558,PA4645,,putative hypoxanthine phosphoribosyltransferase,PA14_61460(506/558),GID3999,PA4645,,PAMr_nr_mas_07_4D12
PAMr_nr_mas_07_4,E1,PA14_MrT7_388wor,D11,37199,4491299,559,Y,PA14_50560,GID3498,28,702,PA1070,braG,branched-chain amino acid transport protein BraG,PA14_50560(28/702),GID3498,PA1070,,PAMr_nr_mas_07_4E1
PAMr_nr_mas_07_4,E2,PA14_MrT7_388wor,E5,37205,5211459,541,Y,,,,,,,,PA14_58520*(339/927),GID2853,,,PAMr_nr_mas_07_4E2
PAMr_nr_mas_07_4,E3,PA14_MrT7_388wor,E6,37206,5021504,515,Y,PA14_56240,GID915,1105,1452,PA4329,pykA,putative pyruvate kinase,"PA14_56240(1105/1452), PA14_56230*(327/1536)","GID915, GID6631",PA4329,,PAMr_nr_mas_07_4E3
PAMr_nr_mas_07_4,E4,PA14_MrT7_388wor,E8,37208,105381,587,Y,PA14_01080,GID1788,547,1047,PA0089,,conserved hypothetical protein,PA14_01080(547/1047),GID1788,PA0089,,PAMr_nr_mas_07_4E4
PAMr_nr_mas_07_4,E5,PA14_MrT7_388wor,E11,37211,1591411,295,Y,PA14_18550,GID1639,881,1170,PA3542,alg44,alginate biosynthesis protein Alg44,"PA14_18550(881/1170), PA14_18540*(317/1356)","GID1639, GID6369",PA3542,,PAMr_nr_mas_07_4E5
PAMr_nr_mas_07_4,E6,PA14_MrT7_388wor,F1,37213,509346,349,Y,PA14_05750,GID1069,127,1368,PA0440,,putative glutamate synthase beta subunit,"PA14_05750(127/1368), PA14_05760*(1182/1551)","GID1069, GID7137",PA0440,,PAMr_nr_mas_07_4E6
PAMr_nr_mas_07_4,E7,PA14_MrT7_388wor,F4,37216,3990568,611,Y,PA14_44770,GID1237,298,1305,PA1521,,probable guanine deaminase,"PA14_44770(298/1305), PA14_44750*(996/2355)","GID1237, GID5725",PA1521,,PAMr_nr_mas_07_4E7
PAMr_nr_mas_07_4,E8,PA14_MrT7_388wor,F7,37219,1769935,1082,Y,PA14_20570,GID1747,204,1116,PA3365,amiB,"putative ATPases with chaperone activity, ATP-binding subunit",PA14_20570(204/1116),GID1747,PA3365,,PAMr_nr_mas_07_4E8
PAMr_nr_mas_07_4,E9,PA14_MrT7_388wor,G4,37228,4183800,392,Y,PA14_46970,GID1883,787,1089,PA1337,ansB,glutaminase-asparaginase,PA14_46970(787/1089),GID1883,PA1337,,PAMr_nr_mas_07_4E9
PAMr_nr_mas_07_4,E10,PA14_MrT7_388wor,G7,37231,5715862,420,Y,PA14_64140,GID2523,11,885,PA4850,prmA,ribosomal protein L11 methyltransferase,"PA14_64140(11/885), PA14_64150*(896/897), PA14_64130*(837/1773)","GID2523, GID6781, GID6780",PA4850,,PAMr_nr_mas_07_4E10
PAMr_nr_mas_07_4,E11,PA14_MrT7_388wor,G12,37236,2953471,1257,Y,PA14_33560,GID2374,163,954,PA2407,,putative adhesion protein,PA14_33560(163/954),GID2374,PA2407,,PAMr_nr_mas_07_4E11
