Gene	Essentiality	Control	Condition	Replicates	loci	description	old_loci
SAUSA300_2213	always non-essential	0	0	4	SAUSA300_RS12210	efflux RND transporter permease subunit	SAUSA300_2213
SAUSA300_2214	probably always essential	4	3	4	NA	NA	NA
SAUSA300_2215	always non-essential	0	0	4	SAUSA300_RS12225	VOC family protein	SAUSA300_2215
SAUSA300_2216	always non-essential	0	0	4	SAUSA300_RS12230	winged helix DNA-binding protein	SAUSA300_2216
SAUSA300_2217	always non-essential	0	0	4	SAUSA300_RS12235	MFS transporter	SAUSA300_2217
SAUSA300_2218	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2232	always non-essential	0	0	4	SAUSA300_RS12325	GNAT family N-acetyltransferase	SAUSA300_2232
SAUSA300_2233	always non-essential	0	0	4	SAUSA300_RS12330	biotin transporter BioY	SAUSA300_2233
SAUSA300_2234	always non-essential	0	0	4	SAUSA300_RS12335	nucleoside hydrolase	SAUSA300_2234
SAUSA300_2235	always non-essential	0	0	4	SAUSA300_RS12340	ABC transporter substrate-binding protein	SAUSA300_2235
SAUSA300_2236	always non-essential	0	0	4	SAUSA300_RS12345	acyl-CoA/acyl-ACP dehydrogenase	SAUSA300_2236
SAUSA300_2237	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2245	probably always non-essential	1	1	4	NA	NA	NA
SAUSA300_2246	always non-essential	0	0	4	SAUSA300_RS12400	PH domain-containing protein	SAUSA300_2246
SAUSA300_2247	always non-essential	0	0	4	SAUSA300_RS12405	SarA family transcriptional regulator	SAUSA300_2247
SAUSA300_2248	always non-essential	0	0	4	SAUSA300_RS12410	helix-turn-helix domain-containing protein	SAUSA300_2248
SAUSA300_2251	always non-essential	0	0	4	SAUSA300_RS12430	NAD/NADP-dependent octopine/nopaline dehydrogenase family protein	SAUSA300_2251
SAUSA300_2252	always non-essential	0	0	4	SAUSA300_RS12435	DUF4870 domain-containing protein	SAUSA300_2252
SAUSA300_2254	always non-essential	0	0	4	SAUSA300_RS12450	2-hydroxyacid dehydrogenase family protein	SAUSA300_2254
SAUSA300_2255	always non-essential	0	0	4	SAUSA300_RS12455	FAD-dependent monooxygenase	SAUSA300_2255
SAUSA300_2256	always non-essential	0	0	4	SAUSA300_RS12460	N-acetylglucosaminidase	SAUSA300_2256
SAUSA300_2257	always non-essential	0	0	4	SAUSA300_RS12470	DUF1641 domain-containing protein	SAUSA300_2257
SAUSA300_2258	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2259	always non-essential	0	0	4	SAUSA300_RS12480	LCP family protein	SAUSA300_2259
SAUSA300_2260	always non-essential	0	0	4	SAUSA300_RS12485	inositol monophosphatase	SAUSA300_2260
SAUSA300_2261	always non-essential	0	0	4	SAUSA300_RS12490	YafY family transcriptional regulator	SAUSA300_2261
SAUSA300_2262	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2263	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2264	always non-essential	0	0	4	SAUSA300_RS12510	MurR/RpiR family transcriptional regulator	SAUSA300_2264
SAUSA300_2265	always non-essential	0	0	4	SAUSA300_RS12515	amino acid permease	SAUSA300_2265
SAUSA300_2266	always non-essential	0	0	4	SAUSA300_RS12520	hypothetical protein	SAUSA300_2266
SAUSA300_2267	always non-essential	0	0	4	SAUSA300_RS12535	HAD family hydrolase	SAUSA300_2267
SAUSA300_2268	always non-essential	0	0	4	SAUSA300_RS12540	bile acid:sodium symporter family protein	SAUSA300_2268
SAUSA300_2269	always non-essential	0	0	4	SAUSA300_RS12545	hypothetical protein	SAUSA300_2269
SAUSA300_2271	always non-essential	0	0	4	SAUSA300_RS12555	MurR/RpiR family transcriptional regulator	SAUSA300_2271
SAUSA300_2272	always non-essential	0	0	4	SAUSA300_RS12560	SRPBCC domain-containing protein	SAUSA300_2272
SAUSA300_2273	always non-essential	0	0	4	SAUSA300_RS12565	Na+/H+ antiporter NhaC family protein	SAUSA300_2273
SAUSA300_2274	always non-essential	0	0	4	SAUSA300_RS12570	hypothetical protein	SAUSA300_2274
SAUSA300_2275	always non-essential	0	0	4	SAUSA300_RS12575	SDR family oxidoreductase	SAUSA300_2275
SAUSA300_2276	always non-essential	0	0	4	SAUSA300_RS12580	M20 peptidase aminoacylase family protein	SAUSA300_2276
SAUSA300_2279	always non-essential	0	0	4	SAUSA300_RS12595	LysR family transcriptional regulator	SAUSA300_2279
SAUSA300_2282	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2284	always non-essential	0	0	4	SAUSA300_RS12620	MOSC domain-containing protein	SAUSA300_2284
SAUSA300_2286	always non-essential	0	0	4	SAUSA300_RS12635	YnfA family protein	SAUSA300_2286
SAUSA300_2287	always non-essential	0	0	4	SAUSA300_RS12640	ABC transporter permease	SAUSA300_2287
SAUSA300_2288	always non-essential	0	0	4	SAUSA300_RS12645	ABC transporter ATP-binding protein	SAUSA300_2288
SAUSA300_2289	always non-essential	0	0	4	SAUSA300_RS12650	DUF805 domain-containing protein	SAUSA300_2289
SAUSA300_2290	always non-essential	0	0	4	SAUSA300_RS12655	DNA-3-methyladenine glycosylase	SAUSA300_2290
SAUSA300_2294	always non-essential	0	0	4	SAUSA300_RS12675	thioesterase family protein	SAUSA300_2294
SAUSA300_2295	always non-essential	0	0	4	SAUSA300_RS12680	hypothetical protein	SAUSA300_2295
SAUSA300_2296	always non-essential	0	0	4	SAUSA300_RS12685	alpha/beta hydrolase	SAUSA300_2296
SAUSA300_2297	always non-essential	0	0	4	SAUSA300_RS12690	hypothetical protein	SAUSA300_2297
SAUSA300_2298	always non-essential	0	0	4	SAUSA300_RS12695	DHA2 family efflux MFS transporter permease subunit	SAUSA300_2298
SAUSA300_2299	always non-essential	0	0	4	SAUSA300_RS12700	HlyD family efflux transporter periplasmic adaptor subunit	SAUSA300_2299
SAUSA300_2300	always non-essential	0	0	4	SAUSA300_RS12705	TetR/AcrR family transcriptional regulator	SAUSA300_2300
SAUSA300_2304	always non-essential	0	0	4	SAUSA300_RS12735	YdcF family protein	SAUSA300_2304
SAUSA300_2305	always non-essential	0	0	4	SAUSA300_RS12740	transposase	SAUSA300_2305
SAUSA300_2306	always non-essential	0	0	4	SAUSA300_RS12745	ABC transporter ATP-binding protein	SAUSA300_2306
SAUSA300_2307	always non-essential	0	0	4	SAUSA300_RS12750	ABC transporter permease	SAUSA300_2307
SAUSA300_2308	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2309	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2310	always non-essential	0	0	4	SAUSA300_RS12765	LytTR family DNA-binding domain-containing protein	SAUSA300_2310
SAUSA300_2311	probably always non-essential	1	0	4	SAUSA300_RS12770	DUF3021 domain-containing protein	SAUSA300_2311
SAUSA300_2313	always non-essential	0	0	4	SAUSA300_RS12780	L-lactate permease	SAUSA300_2313
SAUSA300_2314	always non-essential	0	0	4	SAUSA300_RS12785	CDP-glycerol glycerophosphotransferase family protein	SAUSA300_2314
SAUSA300_2315	always non-essential	0	0	4	SAUSA300_RS12790	hypothetical protein	SAUSA300_2315
SAUSA300_2316	always non-essential	0	0	4	SAUSA300_RS12795	GNAT family N-acetyltransferase	SAUSA300_2316
SAUSA300_2317	always non-essential	0	0	4	SAUSA300_RS12800	oxidoreductase	SAUSA300_2317
SAUSA300_2318	always non-essential	0	0	4	SAUSA300_RS12805	GNAT family N-acetyltransferase	SAUSA300_2318
SAUSA300_2319	always non-essential	0	0	4	SAUSA300_RS12810	NAD(P)/FAD-dependent oxidoreductase	SAUSA300_2319
SAUSA300_2320	always non-essential	0	0	4	SAUSA300_RS12820	DUF2871 domain-containing protein	SAUSA300_2320
SAUSA300_2321	always non-essential	0	0	4	SAUSA300_RS12830	YhgE/Pip domain-containing protein	SAUSA300_2321
SAUSA300_2322	always non-essential	0	0	4	SAUSA300_RS12835	TetR/AcrR family transcriptional regulator	SAUSA300_2322
SAUSA300_2324	always non-essential	0	0	4	SAUSA300_RS12845	sucrose-specific PTS transporter subunit IIBC	SAUSA300_2324
SAUSA300_2325	always non-essential	0	0	4	SAUSA300_RS12850	YbgA family protein	SAUSA300_2325
SAUSA300_2326	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2327	always non-essential	0	0	4	SAUSA300_RS12860	pyridoxamine 5'-phosphate oxidase family protein	SAUSA300_2327
SAUSA300_2328	always non-essential	0	0	4	SAUSA300_RS12865	DUF4889 domain-containing protein	SAUSA300_2328
SAUSA300_2330	always non-essential	0	0	4	SAUSA300_RS12875	DUF3139 domain-containing protein	SAUSA300_2330
SAUSA300_2331	always non-essential	0	0	4	SAUSA300_RS12880	MarR family transcriptional regulator	SAUSA300_2331
SAUSA300_2332	always non-essential	0	0	4	SAUSA300_RS12885	Hsp20/alpha crystallin family protein	SAUSA300_2332
SAUSA300_2334	always non-essential	0	0	4	SAUSA300_RS12895	DUF2268 domain-containing protein	SAUSA300_2334
SAUSA300_2335	always non-essential	0	0	4	SAUSA300_RS15580	DUF2268 domain-containing putative Zn-dependent protease	SAUSA300_2335
SAUSA300_2336	always non-essential	0	0	4	SAUSA300_RS12900	MerR family transcriptional regulator	SAUSA300_2336
SAUSA300_2337	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2338	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2339	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2343	always non-essential	0	0	4	SAUSA300_RS12935	nitrate reductase subunit alpha	SAUSA300_2343
SAUSA300_2344	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2348	always non-essential	0	0	4	SAUSA300_RS12960	GNAT family N-acetyltransferase	SAUSA300_2348
SAUSA300_2349	always non-essential	0	0	4	SAUSA300_RS12965	formate/nitrite transporter family protein	SAUSA300_2349
SAUSA300_2350	always non-essential	0	0	4	SAUSA300_RS12975	SRPBCC domain-containing protein	SAUSA300_2350
SAUSA300_2351	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2352	always non-essential	0	0	4	SAUSA300_RS12985	Txe/YoeB family addiction module toxin	SAUSA300_2352
SAUSA300_2353	always non-essential	0	0	4	SAUSA300_RS12990	type II toxin-antitoxin system Phd/YefM family antitoxin	SAUSA300_2353
SAUSA300_2354	always non-essential	0	0	4	SAUSA300_RS13000	DsbA family protein	SAUSA300_2354
SAUSA300_2355	always non-essential	0	0	4	SAUSA300_RS13005	DUF4467 domain-containing protein	SAUSA300_2355
SAUSA300_2357	always non-essential	0	0	4	SAUSA300_RS13015	amino acid ABC transporter ATP-binding protein	SAUSA300_2357
SAUSA300_2358	always non-essential	0	0	4	SAUSA300_RS13020	amino acid ABC transporter permease	SAUSA300_2358
SAUSA300_2359	always non-essential	0	0	4	SAUSA300_RS13025	transporter substrate-binding domain-containing protein	SAUSA300_2359
SAUSA300_2360	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2361	always non-essential	0	0	4	SAUSA300_RS13040	putative metal homeostasis protein	SAUSA300_2361
SAUSA300_2363	always non-essential	0	0	4	SAUSA300_RS13050	cation diffusion facilitator family transporter	SAUSA300_2363
SAUSA300_2368	always non-essential	0	0	4	SAUSA300_RS13085	QueT transporter family protein	SAUSA300_2368
SAUSA300_2369	always non-essential	0	0	4	SAUSA300_RS13090	6-carboxyhexanoate--CoA ligase	SAUSA300_2369
SAUSA300_2370	always non-essential	0	0	4	SAUSA300_RS13095	pyridoxal phosphate-dependent aminotransferase family protein	SAUSA300_2370
SAUSA300_2374	always non-essential	0	0	4	SAUSA300_RS13125	ABC transporter ATP-binding protein/permease	SAUSA300_2374
SAUSA300_2375	always non-essential	0	0	4	SAUSA300_RS13130	ABC transporter ATP-binding protein/permease	SAUSA300_2375
SAUSA300_2376	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2377	always non-essential	0	0	4	SAUSA300_RS13150	glycerate kinase	SAUSA300_2377
SAUSA300_2378	always non-essential	0	0	4	SAUSA300_RS13155	membrane protein	SAUSA300_2378
SAUSA300_2379	always non-essential	0	0	4	SAUSA300_RS13160	multidrug effflux MFS transporter	SAUSA300_2379
SAUSA300_2380	always non-essential	0	0	4	SAUSA300_RS13165	GyrI-like domain-containing protein	SAUSA300_2380
SAUSA300_2381	always non-essential	0	0	4	SAUSA300_RS13170	C39 family peptidase	SAUSA300_2381
SAUSA300_2382	always non-essential	0	0	4	SAUSA300_RS13175	metallophosphoesterase	SAUSA300_2382
SAUSA300_2383	always non-essential	0	0	4	SAUSA300_RS13180	amino acid permease	SAUSA300_2383
SAUSA300_2384	always non-essential	0	0	4	SAUSA300_RS13185	sodium:proton antiporter	SAUSA300_2384
SAUSA300_2385	always non-essential	0	0	4	SAUSA300_RS13195	APC family permease	SAUSA300_2385
SAUSA300_2386	always non-essential	0	0	4	SAUSA300_RS13205	serine hydrolase	SAUSA300_2386
SAUSA300_2387	always non-essential	0	0	4	SAUSA300_RS13210	NAD(P)-dependent oxidoreductase	SAUSA300_2387
SAUSA300_2389	always non-essential	0	0	4	SAUSA300_RS13225	MFS transporter	SAUSA300_2389
SAUSA300_2394	always non-essential	0	0	4	SAUSA300_RS13260	YdeI family protein	SAUSA300_2394
SAUSA300_2395	always non-essential	0	0	4	SAUSA300_RS13265	APC family permease	SAUSA300_2395
SAUSA300_2397	always non-essential	0	0	4	SAUSA300_RS13275	MFS transporter	SAUSA300_2397
SAUSA300_2398	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2399	always non-essential	0	0	4	SAUSA300_RS13285	ATP-binding cassette domain-containing protein	SAUSA300_2399
SAUSA300_2400	always non-essential	0	0	4	SAUSA300_RS13290	M42 family metallopeptidase	SAUSA300_2400
SAUSA300_2401	always non-essential	0	0	4	SAUSA300_RS13295	Txe/YoeB family addiction module toxin	SAUSA300_2401
SAUSA300_2402	always non-essential	0	0	4	SAUSA300_RS13300	type II toxin-antitoxin system Phd/YefM family antitoxin	SAUSA300_2402
SAUSA300_2403	always non-essential	0	0	4	SAUSA300_RS13310	DUF1307 domain-containing protein	SAUSA300_2403
SAUSA300_2404	always non-essential	0	0	4	SAUSA300_RS13315	FMN-binding glutamate synthase family protein	SAUSA300_2404
SAUSA300_2405	always non-essential	0	0	4	SAUSA300_RS13320	hypothetical protein	SAUSA300_2405
SAUSA300_2406	always non-essential	0	0	4	SAUSA300_RS13325	MFS transporter	SAUSA300_2406
SAUSA300_2407	always non-essential	0	0	4	SAUSA300_RS13330	ABC transporter ATP-binding protein	SAUSA300_2407
SAUSA300_2408	always non-essential	0	0	4	SAUSA300_RS13335	ABC transporter ATP-binding protein	SAUSA300_2408
SAUSA300_2409	always non-essential	0	0	4	SAUSA300_RS13340	ABC transporter permease	SAUSA300_2409
SAUSA300_2410	always non-essential	0	0	4	SAUSA300_RS13345	ABC transporter permease	SAUSA300_2410
SAUSA300_2412	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2413	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2414	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2415	always non-essential	0	0	4	SAUSA300_RS13370	hypothetical protein	SAUSA300_2415
SAUSA300_2416	always non-essential	0	0	4	SAUSA300_RS13375	SDR family oxidoreductase	SAUSA300_2416
SAUSA300_2417	always non-essential	0	0	4	SAUSA300_RS13380	AbgT family transporter	SAUSA300_2417
SAUSA300_2418	always non-essential	0	0	4	SAUSA300_RS13385	carboxymuconolactone decarboxylase family protein	SAUSA300_2418
SAUSA300_2419	always non-essential	0	0	4	SAUSA300_RS13390	DUF1433 domain-containing protein	SAUSA300_2419
SAUSA300_2420	always non-essential	0	0	4	SAUSA300_RS13395	DUF1433 domain-containing protein	SAUSA300_2420
SAUSA300_2421	always non-essential	0	0	4	SAUSA300_RS13405	DUF1433 domain-containing protein	SAUSA300_2421
SAUSA300_2422	always non-essential	0	0	4	SAUSA300_RS13410	SDR family oxidoreductase	SAUSA300_2422
SAUSA300_2423	always non-essential	0	0	4	SAUSA300_RS13425	hypothetical protein	SAUSA300_2423
SAUSA300_2424	always non-essential	0	0	4	SAUSA300_RS13430	tandem-type lipoprotein	SAUSA300_2424
SAUSA300_2425	always non-essential	0	0	4	SAUSA300_RS13435	hypothetical protein	SAUSA300_2425
SAUSA300_2426	always non-essential	0	0	4	SAUSA300_RS13440	hypothetical protein	SAUSA300_2426
SAUSA300_2427	always non-essential	0	0	4	SAUSA300_RS13450	hypothetical protein	SAUSA300_2427
SAUSA300_2428	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2429	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2430	always non-essential	0	0	4	SAUSA300_RS13460	tandem-type lipoprotein	SAUSA300_2430
SAUSA300_2431	always non-essential	0	0	4	SAUSA300_RS13465	DUF3427 domain-containing protein	SAUSA300_2431
SAUSA300_2432	always non-essential	0	0	4	SAUSA300_RS13470	(deoxy)nucleoside triphosphate pyrophosphohydrolase	SAUSA300_2432
SAUSA300_2433	probably always non-essential	1	0	4	SAUSA300_RS13475	phospho-sugar mutase	SAUSA300_2433
SAUSA300_2434	always non-essential	0	0	4	SAUSA300_RS13495	MFS transporter	SAUSA300_2434
SAUSA300_2435	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2436	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2445	always non-essential	0	0	4	SAUSA300_RS13560	MerR family transcriptional regulator	SAUSA300_2445
SAUSA300_2446	always non-essential	0	0	4	SAUSA300_RS13565	GTP pyrophosphokinase family protein	SAUSA300_2446
SAUSA300_2447	always non-essential	0	0	4	SAUSA300_RS13570	DUF2188 domain-containing protein	SAUSA300_2447
SAUSA300_2448	always non-essential	0	0	4	SAUSA300_RS13575	FUSC family protein	SAUSA300_2448
SAUSA300_2449	always non-essential	0	0	4	SAUSA300_RS13580	MFS transporter	SAUSA300_2449
SAUSA300_2450	always non-essential	0	0	4	SAUSA300_RS13585	DedA family protein	SAUSA300_2450
SAUSA300_2451	always non-essential	0	0	4	SAUSA300_RS13595	MFS transporter	SAUSA300_2451
SAUSA300_2452	always non-essential	0	0	4	SAUSA300_RS13600	MarR family transcriptional regulator	SAUSA300_2452
SAUSA300_2453	always non-essential	0	0	4	SAUSA300_RS13605	ATP-binding cassette domain-containing protein	SAUSA300_2453
SAUSA300_2454	always non-essential	0	0	4	SAUSA300_RS13610	ABC transporter permease	SAUSA300_2454
SAUSA300_2455	always non-essential	0	0	4	SAUSA300_RS13615	fructose-1-6-bisphosphatase	SAUSA300_2455
SAUSA300_2456	always non-essential	0	0	4	SAUSA300_RS13625	membrane protein	SAUSA300_2456
SAUSA300_2457	probably always non-essential	1	0	4	SAUSA300_RS13630	alpha/beta hydrolase	SAUSA300_2457
SAUSA300_2458	always non-essential	0	0	4	SAUSA300_RS13635	ring-cleaving dioxygenase	SAUSA300_2458
SAUSA300_2459	always non-essential	0	0	4	SAUSA300_RS13640	MarR family transcriptional regulator	SAUSA300_2459
SAUSA300_2460	always non-essential	0	0	4	SAUSA300_RS13645	N-acetyltransferase	SAUSA300_2460
SAUSA300_2461	always non-essential	0	0	4	SAUSA300_RS13650	VOC family protein	SAUSA300_2461
SAUSA300_2464	always non-essential	0	0	4	SAUSA300_RS13665	Cof-type HAD-IIB family hydrolase	SAUSA300_2464
SAUSA300_2465	always non-essential	0	0	4	SAUSA300_RS13670	ATP-binding cassette domain-containing protein	SAUSA300_2465
SAUSA300_2466	always non-essential	0	0	4	SAUSA300_RS13675	peptide ABC transporter permease	SAUSA300_2466
SAUSA300_2468	always non-essential	0	0	4	SAUSA300_RS13685	GNAT family N-acetyltransferase	SAUSA300_2468
SAUSA300_2471	always non-essential	0	0	4	SAUSA300_RS13710	PTS fructose transporter subunit IIC	SAUSA300_2471
SAUSA300_2472	always non-essential	0	0	4	SAUSA300_RS13720	DMT family transporter	SAUSA300_2472
SAUSA300_2473	always non-essential	0	0	4	SAUSA300_RS13725	alpha/beta hydrolase	SAUSA300_2473
SAUSA300_2474	always non-essential	0	0	4	SAUSA300_RS13730	thioredoxin family protein	SAUSA300_2474
SAUSA300_2475	always non-essential	0	0	4	SAUSA300_RS13735	acyl-CoA thioesterase	SAUSA300_2475
SAUSA300_2480	always non-essential	0	0	4	SAUSA300_RS13760	LysR family transcriptional regulator	SAUSA300_2480
SAUSA300_2481	always non-essential	0	0	4	SAUSA300_RS13765	sterile alpha motif-like domain-containing protein	SAUSA300_2481
SAUSA300_2482	always non-essential	0	0	4	SAUSA300_RS13770	CHAP domain-containing protein	SAUSA300_2482
SAUSA300_2483	always essential	4	4	4	SAUSA300_RS13790	hydroxymethylglutaryl-CoA reductase	SAUSA300_2483
SAUSA300_2484	always essential	4	4	4	SAUSA300_RS13795	hydroxymethylglutaryl-CoA synthase	SAUSA300_2484
SAUSA300_2485	always non-essential	0	0	4	SAUSA300_RS13800	methylated-DNA--[protein]-cysteine S-methyltransferase	SAUSA300_2485
SAUSA300_2486	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2489	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2490	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2491	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2492	always non-essential	0	0	4	SAUSA300_RS13845	sugar O-acetyltransferase	SAUSA300_2492
SAUSA300_2493	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2494	always non-essential	0	0	4	SAUSA300_RS13855	heavy metal translocating P-type ATPase	SAUSA300_2494
SAUSA300_2495	probably always non-essential	1	0	4	NA	NA	NA
SAUSA300_2496	always non-essential	0	0	4	SAUSA300_RS13865	D-lactate dehydrogenase	SAUSA300_2496
SAUSA300_2497	always non-essential	0	0	4	SAUSA300_RS13870	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	SAUSA300_2497
SAUSA300_2500	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2501	always non-essential	0	0	4	SAUSA300_RS13890	NAD(P)/FAD-dependent oxidoreductase	SAUSA300_2501
SAUSA300_2502	always non-essential	0	0	4	NA	NA	NA
SAUSA300_2503	always non-essential	0	0	4	SAUSA300_RS13900	CHAP domain-containing protein	SAUSA300_2503
