"Gene"	"Essentiality"	"Control"	"Condition"	"Replicates"	"LESB_Locus"	"PAO1_Locus"	"PA14_Locus"	"LESB_Description"	"LESB_PGD_ID"	"PAO1_Locus_1"	"PAO1_Gene"	"PAO1_Description"	"PAO1_Accession"	"PAO1_PGD_ID"	"PA14_Locus_1"	"PA14_Gene"	"PA14_Description"	"PA14_Accession"	"PA14_PGD_ID"
"PALES_40421"	"inconsistent replicates"	0	3	4	"PALES_40421"	"PA1270"	"PA14_47810"	"hypothetical protein"	"PGD252187"	"PA1270"	"PA1270"	"hypothetical protein"	"NP_249961.1 ; WP_004348771.1"	"PGD105308"	"PA14_47810"	"PA14_47810"	"hypothetical protein"	"YP_791975.1 ; WP_003123102.1"	"PGD1658554"
"PALES_40431"	"probably always non-essential"	0	1	4	"PALES_40431"	"PA1269"	"PA14_47820"	"putative transcriptional regulator"	"PGD252189"	"PA1269"	"PA1269"	"probable transcriptional regulator"	"NP_249960.1 ; WP_003114953.1"	"PGD105306"	"PA14_47820"	"PA14_47820"	"transcriptional regulator"	"YP_791976.1 ; WP_003140417.1"	"PGD1658556"
"PALES_40441"	"inconsistent replicates"	2	3	4	"PALES_40441"	"PA1268"	"PA14_47840"	"putative proline racemase"	"PGD252191"	"PA1268"	"lhpA"	"Hydroxyproline 2-epimerase, LhpA"	"NP_249959.1 ; WP_003114954.1"	"PGD105304"	"PA14_47840"	"PA14_47840"	"hypothetical protein"	"YP_791977.1 ; WP_003117444.1"	"PGD1658558"
"PALES_40451"	"inconsistent replicates"	1	3	4	"PALES_40451"	"PA1267"	"PA14_47850"	"putative D-amino acid oxidase"	"PGD252193"	"PA1267"	"lhpB"	"D-hydroxyproline dehydrogenase beta-subunit, LphB"	"NP_249958.1 ; WP_003114955.1"	"PGD105302"	"PA14_47850"	"PA14_47850"	"hypothetical protein"	"YP_791978.1 ; WP_003140419.1"	"PGD1658560"
"PALES_40461"	"always essential"	4	4	4	"PALES_40461"	"PA1266"	"PA14_47860"	"putative oxidoreductase"	"PGD252195"	"PA1266"	"lhpE"	"D-hydroxyproline dehydrogenase alpha-subunit, LphE"	"NP_249957.1 ; WP_003114957.1"	"PGD105300"	"PA14_47860"	"PA14_47860"	"oxidoreductase"	"YP_791979.1 ; WP_003140421.1"	"PGD1658562"
"PALES_40471"	"inconsistent replicates"	0	2	4	"PALES_40471"	"PA1265"	"PA14_47870"	"hypothetical protein"	"PGD252197"	"PA1265"	"PA1265"	"hypothetical protein"	"NP_249956.1 ; WP_003114958.1"	"PGD105298"	"PA14_47870"	"PA14_47870"	"hypothetical protein"	"YP_791980.1 ; WP_003114958.1"	"PGD1658564"
"PALES_40481"	"inconsistent replicates"	2	4	4	"PALES_40481"	"PA1264"	"PA14_47880"	"putative transcriptional regulator"	"PGD252199"	"PA1264"	"PA1264"	"probable transcriptional regulator"	"NP_249955.1 ; WP_003114959.1"	"PGD105296"	"PA14_47880"	"PA14_47880"	"transcriptional regulator"	"YP_791981.1 ; WP_003082572.1"	"PGD1658566"
"PALES_40491"	"always essential"	4	4	4	"PALES_40491"	"PA1263"	"PA14_47890"	"hypothetical protein"	"PGD252201"	"PA1263"	"PA1263"	"hypothetical protein"	"NP_249954.1 ; WP_003082569.1"	"PGD105294"	"PA14_47890"	"PA14_47890"	"hypothetical protein"	"YP_791982.1 ; WP_003133531.1"	"PGD1658568"
"PALES_40501"	"probably always essential"	3	4	4	"PALES_40501"	"PA1262"	"PA14_47900"	"putative major facilitator superfamily (MFS) transporter"	"PGD252203"	"PA1262"	"PA1262"	"probable major facilitator superfamily (MFS) transporter"	"NP_249953.1 ; WP_003114961.1"	"PGD105292"	"PA14_47900"	"PA14_47900"	"MFS transporter"	"YP_791983.1 ; WP_003110835.1"	"PGD1658570"
"PALES_40511"	"probably always essential"	3	3	4	"PALES_40511"	"PA1261"	"PA14_47910"	"putative transcriptional regulator"	"PGD252205"	"PA1261"	"lhpR"	"Transcriptional regulator, LhpR"	"NP_249952.1 ; WP_003082563.1"	"PGD105290"	"PA14_47910"	"PA14_47910"	"transcriptional regulator"	"YP_791984.1 ; WP_003140424.1"	"PGD1658572"
"PALES_40521"	"probably always non-essential"	1	1	4	"PALES_40521"	"PA1260"	"PA14_47920"	"amino acid ABC transporter periplasmic binding protein"	"PGD252207"	"PA1260"	"lhpP"	"ABC transporter periplasmic-binding protein, LhpP"	"NP_249951.1 ; WP_003082561.1"	"PGD105288"	"PA14_47920"	"PA14_47920"	"ABC transporter substrate-binding protein"	"YP_791985.1 ; WP_003140426.1"	"PGD1658574"
"PALES_40531"	"inconsistent replicates"	1	3	4	"PALES_40531"	"PA1259"	"PA14_47930"	"hypothetical protein"	"PGD252209"	"PA1259"	"lhpH"	"LhpH"	"NP_249950.1 ; WP_003114962.1"	"PGD105286"	"PA14_47930"	"PA14_47930"	"hypothetical protein"	"YP_791986.1 ; WP_003140428.1"	"PGD1658576"
"PALES_40541"	"inconsistent replicates"	2	2	4	"PALES_40541"	"PA1258"	"PA14_47940"	"putative permease of ABC transporter"	"PGD252211"	"PA1258"	"lhpM"	"Permease of ABC transporter, LhpM"	"NP_249949.1 ; WP_003082559.1"	"PGD105284"	"PA14_47940"	"PA14_47940"	"ABC transporter permease"	"YP_791987.1 ; WP_003082559.1"	"PGD1658578"
"PALES_40551"	"inconsistent replicates"	2	1	4	"PALES_40551"	"PA1257"	"PA14_47950"	"amino acid ABC transporter membrane protein"	"PGD252213"	"PA1257"	"lhpN"	"amino acid ABC transporter membrane protein, LhpN"	"NP_249948.1 ; WP_003114963.1"	"PGD105282"	"PA14_47950"	"PA14_47950"	"ABC transporter permease"	"YP_791988.1 ; WP_003082557.1"	"PGD1658580"
"PALES_40561"	"inconsistent replicates"	1	3	4	"PALES_40561"	"PA1256"	"PA14_47960"	"amino acid ABC transporter ATP binding protein"	"PGD252215"	"PA1256"	"lhpO"	"ABC transporter ATP-binding protein, LhpO"	"NP_249947.1 ; WP_003114964.1"	"PGD105280"	"PA14_47960"	"PA14_47960"	"ABC transporter ATP-binding protein"	"YP_791989.1 ; WP_003086746.1"	"PGD1658582"
"PALES_40571"	"inconsistent replicates"	1	3	4	"PALES_40571"	"PA1255"	"PA14_47970"	"putative proline racemase protein"	"PGD252217"	"PA1255"	"lhpK"	"D-hydroxyproline epimerase, LhpK"	"NP_249946.1 ; WP_003114965.1"	"PGD105278"	"PA14_47970"	"PA14_47970"	"hypothetical protein"	"YP_791990.1 ; WP_003140430.1"	"PGD1658584"
"PALES_40581"	"probably always non-essential"	0	1	4	"PALES_40581"	"PA1254"	"PA14_48000"	"putative dihydrodipicolinate synthetase"	"PGD252219"	"PA1254"	"lhpC"	"delta1-pyrroline-4-hydroxy-2-carboxylate deaminase, LphC"	"NP_249945.1 ; WP_003105052.1"	"PGD105276"	"PA14_48000"	"PA14_48000"	"dihydrodipicolinate synthetase"	"YP_791991.1 ; WP_003110831.1"	"PGD1658586"
"PALES_40591"	"inconsistent replicates"	2	3	4	"PALES_40591"	"PA1253"	"PA14_48010"	"putative semialdehyde dehydrogenase"	"PGD252221"	"PA1253"	"lhpG"	"alpha-ketoglutaric semialdehyde dehydrogenase, LhpG"	"NP_249944.1 ; WP_003114966.1"	"PGD105274"	"PA14_48010"	"PA14_48010"	"semialdehyde dehydrogenase"	"YP_791992.1 ; WP_003110830.1"	"PGD1658588"
"PALES_40601"	"inconsistent replicates"	1	4	4	"PALES_40601"	"PA1252"	"PA14_48020"	"putative L-malate dehydrogenase"	"PGD252223"	"PA1252"	"dpkA"	"DpkA"	"NP_249943.1 ; WP_003082545.1"	"PGD105272"	"PA14_48020"	"PA14_48020"	"L-malate dehydrogenase"	"YP_791993.1 ; WP_003082545.1"	"PGD1658590"
"PALES_40611"	"inconsistent replicates"	1	4	4	"PALES_40611"	"PA1251"	"PA14_48030"	"putative chemotaxis transducer"	"PGD252225"	"PA1251"	"PA1251"	"probable chemotaxis transducer"	"NP_249942.1 ; WP_003114967.1"	"PGD105270"	"PA14_48030"	"PA14_48030"	"methyl-accepting chemotaxis transducer"	"YP_791994.1 ; WP_003140433.1"	"PGD1658592"
"PALES_40671"	"probably always non-essential"	0	1	4	"PALES_40671"	"PA1245"	"PA14_48140"	"hypothetical protein"	"PGD252237"	"PA1245"	"aprX"	"AprX"	"NP_249936.1 ; WP_003082538.1"	"PGD105258"	"PA14_48140"	"PA14_48140"	"hypothetical protein"	"YP_792000.1 ; WP_003082538.1"	"PGD1658604"
"PALES_40681"	"inconsistent replicates"	0	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_40691"	"probably always non-essential"	1	1	4	"PALES_40691"	"PA1243"	"PA14_48160"	"putative sensor/response regulator hybrid"	"PGD252241"	"PA1243"	"PA1243"	"probable sensor/response regulator hybrid"	"NP_249934.1 ; WP_003114970.1"	"PGD105254"	"PA14_48160"	"PA14_48160"	"sensor/response regulator hybrid"	"YP_792002.1 ; WP_003111687.1"	"PGD1658608"
"PALES_40701"	"inconsistent replicates"	1	3	4	"PALES_40701"	"PA1242"	"PA14_48170"	"hypothetical protein"	"PGD252243"	"PA1242"	"sprP"	"SprP"	"NP_249933.1 ; WP_003086721.1"	"PGD105252"	"PA14_48170"	"srpP"	"srpP"	"YP_792003.1 ; WP_003111686.1"	"PGD1658610"
"PALES_40711"	"inconsistent replicates"	2	3	4	"PALES_40711"	"PA1238"	"PA14_48240"	"putative outer membrane component of multidrug efflux pump"	"PGD252245"	"PA1238"	"PA1238"	"probable outer membrane component of multidrug efflux pump"	"NP_249929.1 ; WP_003147345.1"	"PGD105244"	"PA14_48240"	"PA14_48240"	"outer membrane component of multidrug efflux pump"	"YP_792008.1 ; WP_009877959.1"	"PGD1658620"
"PALES_40721"	"inconsistent replicates"	1	4	4	"PALES_40721"	"PA1237"	"PA14_48280"	"putative multidrug resistance efflux pump"	"PGD252247"	"PA1237"	"PA1237"	"probable multidrug resistance efflux pump"	"NP_249928.1 ; WP_003112440.1"	"PGD105242"	"PA14_48280"	"PA14_48280"	"multidrug resistance efflux pump"	"YP_792009.1 ; WP_003140460.1"	"PGD1658622"
"PALES_40731"	"inconsistent replicates"	1	3	4	"PALES_40731"	"PA1236"	"PA14_48300"	"putative major facilitator superfamily (MFS) transporter"	"PGD252249"	"PA1236"	"PA1236"	"probable major facilitator superfamily (MFS) transporter"	"NP_249927.1 ; WP_003082523.1"	"PGD105240"	"PA14_48300"	"PA14_48300"	"MFS transporter"	"YP_792010.1 ; WP_003112040.1"	"PGD1658624"
"PALES_40741"	"inconsistent replicates"	2	4	4	"PALES_40741"	"PA1235"	"PA14_48310"	"putative transcriptional regulator"	"PGD252251"	"PA1235"	"PA1235"	"probable transcriptional regulator"	"NP_249926.1 ; WP_003082522.1"	"PGD105238"	"PA14_48310"	"PA14_48310"	"transcriptional regulator"	"YP_792011.1 ; WP_003133644.1"	"PGD1658626"
"PALES_40751"	"inconsistent replicates"	1	2	4	"PALES_40751"	"PA1234"	"PA14_48320"	"hypothetical protein"	"PGD252253"	"PA1234"	"PA1234"	"hypothetical protein"	"NP_249925.1 ; WP_003107482.1"	"PGD105236"	"PA14_48320"	"PA14_48320"	"hypothetical protein"	"YP_792012.1 ; WP_003112042.1"	"PGD1658628"
"PALES_40761"	"probably always essential"	3	4	4	"PALES_40761"	"PA1233"	"PA14_48330"	"hypothetical protein"	"PGD252255"	"PA1233"	"PA1233"	"hypothetical protein"	"NP_249924.1 ; WP_003107483.1"	"PGD105234"	"PA14_48330"	"PA14_48330"	"hypothetical protein"	"YP_792013.1 ; WP_003107483.1"	"PGD1658630"
"PALES_40771"	"inconsistent replicates"	2	3	4	"PALES_40771"	"PA1232"	"PA14_48340"	"hypothetical protein"	"PGD252257"	"PA1232"	"PA1232"	"hypothetical protein"	"NP_249923.1 ; WP_003112441.1"	"PGD105232"	"PA14_48340"	"PA14_48340"	"hypothetical protein"	"YP_792014.1 ; WP_003140463.1"	"PGD1658632"
"PALES_40781"	"probably always non-essential"	0	1	4	"PALES_40781"	"PA1231"	"PA14_48350"	"putative membrain protein"	"PGD252259"	"PA1231"	"PA1231"	"conserved hypothetical protein"	"NP_249922.1 ; WP_003112442.1"	"PGD105230"	"PA14_48350"	"PA14_48350"	"hypothetical protein"	"YP_792015.1 ; WP_003109241.1"	"PGD1658634"
"PALES_40791"	"inconsistent replicates"	1	3	4	"PALES_40791"	"PA1230"	"PA14_48380"	"hypothetical protein"	"PGD252261"	"PA1230"	"PA1230"	"hypothetical protein"	"NP_249921.1 ; WP_003082517.1"	"PGD105228"	"PA14_48380"	"PA14_48380"	"hypothetical protein"	"YP_792016.1 ; WP_003082517.1"	"PGD1658636"
"PALES_40801"	"inconsistent replicates"	1	3	4	"PALES_40801"	"PA1229"	"PA14_48390"	"putative transcriptional regulator"	"PGD252263"	"PA1229"	"PA1229"	"probable transcriptional regulator"	"NP_249920.1 ; WP_003082516.1"	"PGD105226"	"PA14_48390"	"PA14_48390"	"AraC family transcriptional regulator"	"YP_792017.1 ; WP_003082516.1"	"PGD1658638"
"PALES_40811"	"probably always essential"	3	4	4	"PALES_40811"	"PA1228"	"PA14_48400"	"hypothetical protein"	"PGD252265"	"PA1228"	"PA1228"	"hypothetical protein"	"NP_249919.1 ; WP_003082515.1"	"PGD105224"	"PA14_48400"	"PA14_48400"	"hypothetical protein"	"YP_792018.1 ; WP_003086702.1"	"PGD1658640"
"PALES_40821"	"inconsistent replicates"	1	4	4	"PALES_40821"	"PA1227"	"PA14_48410"	"hypothetical protein"	"PGD252267"	"PA1227"	"PA1227"	"hypothetical protein"	"NP_249918.1 ; WP_010895546.1"	"PGD105222"	"PA14_48410"	"PA14_48410"	"hypothetical protein"	"YP_792019.1 ; WP_003140467.1"	"PGD1658642"
"PALES_40831"	"probably always non-essential"	0	1	4	"PALES_40831"	"PA1226"	"PA14_48420"	"putative transcriptional regulator"	"PGD252269"	"PA1226"	"PA1226"	"probable transcriptional regulator"	"NP_249917.1 ; WP_003133652.1"	"PGD105220"	"PA14_48420"	"PA14_48420"	"transcriptional regulator"	"YP_792020.1 ; WP_003133652.1"	"PGD1658644"
"PALES_40841"	"inconsistent replicates"	1	3	4	"PALES_40841"	"PA1225"	"PA14_48440"	"putative NAD(P)H dehydrogenase"	"PGD252271"	"PA1225"	"PA1225"	"FAD-dependent NADPH:quinone reductase"	"NP_249916.1 ; WP_003082512.1"	"PGD105218"	"PA14_48440"	"PA14_48440"	"NAD(P)H dehydrogenase"	"YP_792021.1 ; WP_003140470.1"	"PGD1658646"
"PALES_40851"	"conditionally essential"	0	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_40861"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_40871"	"inconsistent replicates"	0	3	4	"PALES_40871"	"PA1222"	"PA14_48520"	"putative membrane-bound lytic murein transglycolase A"	"PGD252277"	"PA1222"	"PA1222"	"probable membrane-bound lytic murein transglycolase A"	"NP_249913.1 ; WP_003082509.1"	"PGD105212"	"PA14_48520"	"PA14_48520"	"membrane-bound lytic murein transglycosylase A"	"YP_792028.1 ; WP_003140475.1"	"PGD1658660"
"PALES_40881"	"inconsistent replicates"	0	2	4	"PALES_40881"	"PA1221"	"PA14_48530"	"putative AMP-binding enzyme"	"PGD252279"	"PA1221"	"PA1221"	"hypothetical protein"	"NP_249912.1 ; WP_010895545.1"	"PGD105210"	"PA14_48530"	"PA14_48530"	"AMP-binding protein"	"YP_792029.1 ; WP_003140477.1"	"PGD1658662"
"PALES_40891"	"inconsistent replicates"	1	3	4	"PALES_40891"	"PA1220"	"PA14_48540"	"hypothetical protein"	"PGD252281"	"PA1220"	"PA1220"	"hypothetical protein"	"NP_249911.1 ; WP_003112446.1"	"PGD105208"	"PA14_48540"	"PA14_48540"	"hypothetical protein"	"YP_792030.1 ; WP_003109229.1"	"PGD1658664"
"PALES_40901"	"probably always non-essential"	0	1	4	"PALES_40901"	"PA1219"	"PA14_48550"	"hypothetical protein"	"PGD252283"	"PA1219"	"PA1219"	"hypothetical protein"	"NP_249910.1 ; WP_003109228.1"	"PGD105206"	"PA14_48550"	"PA14_48550"	"hypothetical protein"	"YP_792031.1 ; WP_003109228.1"	"PGD1658666"
"PALES_40911"	"inconsistent replicates"	0	2	4	"PALES_40911"	"PA1218"	"PA14_48560"	"hypothetical protein"	"PGD252285"	"PA1218"	"PA1218"	"hypothetical protein"	"NP_249909.1 ; WP_003082507.1"	"PGD105204"	"PA14_48560"	"PA14_48560"	"hypothetical protein"	"YP_792032.1 ; WP_003082507.1"	"PGD1658668"
"PALES_40921"	"inconsistent replicates"	0	2	4	"PALES_40921"	"PA1217"	"PA14_48570"	"putative 2-isopropylmalate synthase"	"PGD252287"	"PA1217"	"PA1217"	"probable 2-isopropylmalate synthase"	"NP_249908.1 ; WP_003086676.1"	"PGD105202"	"PA14_48570"	"PA14_48570"	"2-isopropylmalate synthase"	"YP_792033.1 ; WP_003086676.1"	"PGD1658670"
"PALES_40931"	"probably always non-essential"	0	1	4	"PALES_40931"	"PA1216"	"PA14_48590"	"hypothetical protein"	"PGD252289"	"PA1216"	"PA1216"	"hypothetical protein"	"NP_249907.1 ; WP_003112447.1"	"PGD105200"	"PA14_48590"	"PA14_48590"	"hypothetical protein"	"YP_792034.1 ; WP_003112447.1"	"PGD1658672"
"PALES_40941"	"probably always non-essential"	1	1	4	"PALES_40941"	"PA1215"	"PA14_48600"	"putative AMP-binding enzyme"	"PGD252291"	"PA1215"	"PA1215"	"hypothetical protein"	"NP_249906.1 ;"	"PGD105198"	"PA14_48600"	"PA14_48600"	"AMP-binding protein"	"YP_792035.1 ; WP_003140480.1"	"PGD1658674"
"PALES_40951"	"conditionally essential"	0	4	4	"PALES_40951"	"PA1214"	"PA14_48610"	"putative sparagine synthase"	"PGD252293"	"PA1214"	"PA1214"	"hypothetical protein"	"NP_249905.1 ; WP_003112449.1"	"PGD105196"	"PA14_48610"	"PA14_48610"	"sparagine synthase"	"YP_792036.1 ; WP_003140482.1"	"PGD1658676"
"PALES_40961"	"inconsistent replicates"	1	4	4	"PALES_40961"	"PA1213"	"PA14_48620"	"putative clavaminic acid synthetase"	"PGD252295"	"PA1213"	"PA1213"	"hypothetical protein"	"NP_249904.1 ; WP_003082503.1"	"PGD105194"	"PA14_48620"	"PA14_48620"	"clavaminic acid synthetase"	"YP_792037.1 ; WP_003082503.1"	"PGD1658678"
"PALES_40971"	"inconsistent replicates"	1	3	4	"PALES_40971"	"PA1212"	"PA14_48630"	"putative major facilitator superfamily (MFS) transporter"	"PGD252297"	"PA1212"	"PA1212"	"probable major facilitator superfamily (MFS) transporter"	"NP_249903.1 ; WP_003112450.1"	"PGD105192"	"PA14_48630"	"PA14_48630"	"MFS transporter"	"YP_792038.1 ; WP_003082502.1"	"PGD1658680"
"PALES_40981"	"inconsistent replicates"	1	2	4	"PALES_40981"	"PA1211"	"PA14_48640"	"hypothetical protein"	"PGD252299"	"PA1211"	"PA1211"	"hypothetical protein"	"NP_249902.1 ; WP_003112451.1"	"PGD105190"	"PA14_48640"	"PA14_48640"	"hypothetical protein"	"YP_792039.1 ; WP_003140485.1"	"PGD1658682"
"PALES_40991"	"always non-essential"	0	0	4	"PALES_40991"	"PA1210"	"PA14_48650"	"putative pirin protein"	"PGD252301"	"PA1210"	"PA1210"	"conserved hypothetical protein"	"NP_249901.1 ; WP_003086661.1"	"PGD105188"	"PA14_48650"	"PA14_48650"	"hypothetical protein"	"YP_792040.1 ; WP_003140486.1"	"PGD1658684"
"PALES_41001"	"inconsistent replicates"	2	1	4	"PALES_41001"	"PA1209"	"PA14_48660"	"hypothetical protein"	"PGD252303"	"PA1209"	"PA1209"	"hypothetical protein"	"NP_249900.1 ; WP_003112452.1"	"PGD105186"	"PA14_48660"	"PA14_48660"	"hypothetical protein"	"YP_792041.1 ; WP_003109223.1"	"PGD1658686"
"PALES_41011"	"probably always non-essential"	1	1	4	"PALES_41011"	"PA1208"	"PA14_48680"	"putative flavoprotein involved in K+ transport"	"PGD252305"	"PA1208"	"PA1208"	"conserved hypothetical protein"	"NP_249899.1 ; WP_003115383.1"	"PGD105184"	"PA14_48680"	"PA14_48680"	"hypothetical protein"	"YP_792042.1 ; WP_003140487.1"	"PGD1658688"
"PALES_41031"	"inconsistent replicates"	1	2	4	"PALES_41031"	"PA1206"	"PA14_48710"	"hypothetical protein"	"PGD252309"	"PA1206"	"PA1206"	"hypothetical protein"	"NP_249897.1 ; WP_003082488.1"	"PGD105180"	"PA14_48710"	"PA14_48710"	"hypothetical protein"	"YP_792044.1 ; WP_003082488.1"	"PGD1658692"
"PALES_41041"	"inconsistent replicates"	1	2	4	"PALES_41041"	"PA1205"	"PA14_48730"	"putative pirin protein"	"PGD252311"	"PA1205"	"PA1205"	"conserved hypothetical protein"	"NP_249896.1 ; WP_003112455.1"	"PGD105178"	"PA14_48730"	"PA14_48730"	"hypothetical protein"	"YP_792045.1 ; WP_003140488.1"	"PGD1658694"
"PALES_41051"	"inconsistent replicates"	0	2	4	"PALES_41051"	"PA1204"	"PA14_48740"	"putative oxidoreductase"	"PGD252313"	"PA1204"	"PA1204"	"NAD(P)H quinone oxidoreductase"	"NP_249895.1 ; WP_003082483.1"	"PGD105176"	"PA14_48740"	"PA14_48740"	"hypothetical protein"	"YP_792046.1 ; WP_003140489.1"	"PGD1658696"
"PALES_41061"	"inconsistent replicates"	1	4	4	"PALES_41061"	"PA1203"	"PA14_48750"	"putative redox protein"	"PGD252315"	"PA1203"	"PA1203"	"hypothetical protein"	"NP_249894.1 ; WP_003112456.1"	"PGD105174"	"PA14_48750"	"PA14_48750"	"hypothetical protein"	"YP_792047.1 ; WP_003140490.1"	"PGD1658698"
"PALES_41071"	"always non-essential"	0	0	4	"PALES_41071"	"PA1202"	"PA14_48760"	"putative hydrolase"	"PGD252317"	"PA1202"	"PA1202"	"probable hydrolase"	"NP_249893.1 ; WP_003082476.1"	"PGD105172"	"PA14_48760"	"PA14_48760"	"hydrolase"	"YP_792048.1 ; WP_003082476.1"	"PGD1658700"
"PALES_41081"	"probably always non-essential"	0	1	4	"PALES_41081"	"PA1201"	"PA14_48770"	"putative transcriptional regulator"	"PGD252319"	"PA1201"	"PA1201"	"probable transcriptional regulator"	"NP_249892.1 ; WP_003082475.1"	"PGD105170"	"PA14_48770"	"PA14_48770"	"transcriptional regulator"	"YP_792049.1 ; WP_003082475.1"	"PGD1658702"
"PALES_41091"	"conditionally essential"	0	4	4	"PALES_41091"	"PA1200"	"PA14_48780"	"putative O-methyltransferase"	"PGD252321"	"PA1200"	"PA1200"	"conserved hypothetical protein"	"NP_249891.1 ; WP_003086626.1"	"PGD105168"	"PA14_48780"	"PA14_48780"	"hypothetical protein"	"YP_792050.1 ; WP_003086626.1"	"PGD1658704"
"PALES_41101"	"inconsistent replicates"	1	4	4	"PALES_41101"	"PA1199"	"PA14_48790"	"putative lipoprotein"	"PGD252323"	"PA1199"	"PA1199"	"probable lipoprotein"	"NP_249890.1 ; WP_003082473.1"	"PGD105166"	"PA14_48790"	"PA14_48790"	"lipoprotein"	"YP_792051.1 ; WP_003086623.1"	"PGD1658706"
"PALES_41111"	"probably always non-essential"	0	1	4	"PALES_41111"	"PA1198"	"PA14_48800"	"putative lipoprotein"	"PGD252325"	"PA1198"	"PA1198"	"conserved hypothetical protein"	"NP_249889.1 ; WP_003082470.1"	"PGD105164"	"PA14_48800"	"PA14_48800"	"hypothetical protein"	"YP_792052.1 ; WP_003082470.1"	"PGD1658708"
"PALES_41121"	"always non-essential"	0	0	4	"PALES_41121"	"PA1197"	"PA14_48810"	"NAD-dependent deacetylase"	"PGD252327"	"PA1197"	"PA1197"	"hypothetical protein"	"NP_249888.1 ; WP_003112457.1"	"PGD105162"	"PA14_48810"	"PA14_48810"	"NAD-dependent deacetylase"	"YP_792053.1 ; WP_003133706.1"	"PGD1658710"
"PALES_41131"	"inconsistent replicates"	0	2	4	"PALES_41131"	"PA1196"	"PA14_48830"	"putative transcriptional regulator"	"PGD252329"	"PA1196"	"ddaR"	"transcriptional regulator DdaR"	"NP_249887.1 ; WP_003112458.1"	"PGD105160"	"PA14_48830"	"PA14_48830"	"transcriptional regulator"	"YP_792054.1 ; WP_003140491.1"	"PGD1658712"
"PALES_41141"	"inconsistent replicates"	0	2	4	"PALES_41141"	"PA1195"	"PA14_48840"	"putative dimethylarginine dimethylaminohydrolase"	"PGD252331"	"PA1195"	"ddaH"	"dimethylarginine dimethylaminohydrolase DdaH"	"NP_249886.1 ; WP_003086612.1"	"PGD105158"	"PA14_48840"	"PA14_48840"	"hypothetical protein"	"YP_792055.1 ; WP_003086612.1"	"PGD1658714"
"PALES_41151"	"inconsistent replicates"	1	3	4	"PALES_41151"	"PA1194"	"PA14_48850"	"putative amino acid permease"	"PGD252333"	"PA1194"	"PA1194"	"probable amino acid permease"	"NP_249885.1 ; WP_003112459.1"	"PGD105156"	"PA14_48850"	"PA14_48850"	"amino acid permease"	"YP_792056.1 ; WP_003140492.1"	"PGD1658716"
"PALES_41161"	"probably always essential"	3	4	4	"PALES_41161"	"PA1193"	"PA14_48860"	"hypothetical protein"	"PGD252335"	"PA1193"	"PA1193"	"hypothetical protein"	"NP_249884.1 ; WP_003082464.1"	"PGD105154"	"PA14_48860"	"PA14_48860"	"hypothetical protein"	"YP_792057.1 ; WP_003140493.1"	"PGD1658718"
"PALES_41171"	"probably always non-essential"	0	1	4	"PALES_41171"	"PA1192"	"PA14_48870"	"putative ATPase of the PP-loop superfamily"	"PGD252337"	"PA1192"	"PA1192"	"conserved hypothetical protein"	"NP_249883.1 ; WP_003082462.1"	"PGD105152"	"PA14_48870"	"PA14_48870"	"C32 tRNA thiolase"	"YP_792058.1 ; WP_003082462.1"	"PGD1658720"
"PALES_41181"	"probably always non-essential"	0	1	4	"PALES_41181"	"PA0728"	"PA14_48880"	"putative bacteriophage integrase"	"PGD252339"	"PA0728"	"PA0728"	"probable bacteriophage integrase"	"NP_249419.1 ; WP_003114154.1"	"PGD104205"	"PA14_48880"	"PA14_48880"	"bacteriophage integrase"	"YP_792059.1 ; WP_003140495.1"	"PGD1658722"
